plant_id,name,lat,lon,country,capacity_m3_day,osm_type,osm_id,operator,tags_json
osm:node/12692336274,Imperial Kitchen - Muscat,23.5954233,58.4236913,,,node,12692336274,,"{""@id"": ""node/12692336274"", ""addr:city"": ""Muscat"", ""addr:street"": ""Way 3517, Al Khuwair"", ""amenity"": ""restaurant"", ""cuisine"": ""indian;thai;noodle;steak_house;seafood"", ""name"": ""Imperial Kitchen - Muscat"", ""name:ar"": ""المطبخ الإمبراطوري - مسقط"", ""opening_hours"": ""Mo-Su 11:00-00:00"", ""phone"": ""+968 7687 6768"", ""website"": ""https://imperialkitchenmuscat.com/""}"
osm:node/226874075,Surayr,19.833333,57.75,,,node,226874075,,"{""@id"": ""node/226874075"", ""comment"": ""Experimental import of Omani places and POIs from GNS Dataset"", ""gns:ADM1"": ""00"", ""gns:CC1"": ""MU"", ""gns:DMS_LAT"": ""195000"", ""gns:DMS_LONG"": ""574500"", ""gns:DSG"": ""PPL"", ""gns:FC"": ""P"", ""gns:JOG"": ""NE40-03"", ""gns:LAT"": ""19.833333"", ""gns:LONG"": ""57.75"", ""gns:MGRS"": ""40QEG7853893213"", ""gns:N:ara:FULL_NAME"": ""Surayr"", ""gns:N:ara:FULL_NAME_ND"": ""Surayr"", ""gns:N:ara:LC"": ""ara"", ""gns:N:ara:MODIFY_DATE"": ""1993-12-14"", ""gns:N:ara:NT"": ""N"", ""gns:N:ara:SORT_NAME"": ""SURAYR"", ""gns:RC"": ""3"", ""gns:UFI"": ""-789059"", ""gns:UNI"": ""-1136982"", ""name"": ""Surayr"", ""name:ar"": ""Surayr"", ""place"": ""village"", ""source"": ""gns_om""}"
osm:way/229986929,Muscat Media Group,23.5935479,58.4259091,,,way,229986929,,"{""@id"": ""way/229986929"", ""building"": ""yes"", ""name"": ""Muscat Media Group"", ""website"": ""https://flammaintl.com/"", ""@geometry"": ""center""}"
osm:way/240467989,Muscat International School,23.6064863,58.4920901,,,way,240467989,,"{""@id"": ""way/240467989"", ""building"": ""school"", ""name"": ""Muscat International School"", ""source"": ""Kaart Ground Survey 2017"", ""@geometry"": ""center""}"
osm:way/240577351,Salalah Free Zone,16.9384935,53.9679235,,,way,240577351,,"{""@id"": ""way/240577351"", ""barrier"": ""wall"", ""frequency"": ""50"", ""name"": ""Salalah Free Zone"", ""power"": ""substation"", ""substation"": ""industrial"", ""voltage"": ""132000"", ""@geometry"": ""center""}"
osm:way/249439290,Bank Muscat - Athaiba Branch,23.6018514,58.3673263,,,way,249439290,,"{""@id"": ""way/249439290"", ""addr:street"": ""18 نوفمبر شارع"", ""amenity"": ""bank"", ""atm"": ""yes"", ""building"": ""yes"", ""name"": ""Bank Muscat - Athaiba Branch"", ""name:ar"": ""بنك مسقط"", ""opening_hours"": ""Su-Th 08:00-14:00"", ""@geometry"": ""center""}"
osm:way/255539899,Salalah Christian Centre,17.0309756,54.156801,,,way,255539899,,"{""@id"": ""way/255539899"", ""amenity"": ""place_of_worship"", ""building"": ""yes"", ""name"": ""Salalah Christian Centre"", ""religion"": ""christian"", ""@geometry"": ""center""}"
osm:way/260257447,"Eastin Residence, Muscat",23.6566065,58.2218012,,,way,260257447,,"{""@id"": ""way/260257447"", ""building"": ""yes"", ""name"": ""Eastin Residence, Muscat"", ""tourism"": ""hotel"", ""@geometry"": ""center""}"
osm:way/262518108,The American International School Muscat,23.5690288,58.382445,,,way,262518108,,"{""@id"": ""way/262518108"", ""amenity"": ""school"", ""name"": ""The American International School Muscat"", ""wikidata"": ""Q24765439"", ""wikipedia"": ""en:The American International School Muscat"", ""@geometry"": ""center""}"
osm:way/284769611,Muscat municipality market,23.6261057,58.5636358,,,way,284769611,,"{""@id"": ""way/284769611"", ""building"": ""yes"", ""name"": ""Muscat municipality market"", ""@geometry"": ""center""}"
osm:way/287080308,Sur Al Bu Khamis,23.757998,57.650483,,,way,287080308,,"{""@id"": ""way/287080308"", ""landuse"": ""residential"", ""name"": ""Sur Al Bu Khamis"", ""@geometry"": ""center""}"
osm:way/289146220,Salalah International Airport,17.0465055,54.0885428,,,way,289146220,,"{""@id"": ""way/289146220"", ""aeroway"": ""terminal"", ""building"": ""airport_terminal"", ""iata"": ""SLL"", ""layer"": ""1"", ""name"": ""Salalah International Airport"", ""@geometry"": ""center""}"
osm:way/548588428,Crowne Plaza Resort Salalah,17.0087365,54.1516038,,,way,548588428,,"{""@id"": ""way/548588428"", ""addr:city"": ""Salalah"", ""addr:housenumber"": ""PO Box 870"", ""addr:postcode"": ""211"", ""addr:street"": ""شارع الخندق"", ""building"": ""hotel"", ""name"": ""Crowne Plaza Resort Salalah"", ""website"": ""crowneplaza.com/salalah"", ""@geometry"": ""center""}"
osm:way/508284440,Salalah Handicraft Center,17.0217127,54.0863994,,,way,508284440,,"{""@id"": ""way/508284440"", ""addr:street"": ""Markaz Al Muhafadhah Street"", ""building"": ""yes"", ""name"": ""Salalah Handicraft Center"", ""source"": ""Kaart Ground Survey 2017"", ""@geometry"": ""center""}"
osm:node/314380622,Resort Sur Beach Hotel,22.5954342,59.4936197,,,node,314380622,,"{""@id"": ""node/314380622"", ""addr:city"": ""Sur"", ""addr:postcode"": ""411"", ""addr:street"": ""Sherkiya"", ""internet_access"": ""wlan"", ""name"": ""Resort Sur Beach Hotel"", ""opening_hours"": ""Mo-Su 12:00-00:00"", ""parking"": ""yes"", ""phone"": ""+968 255 30 300"", ""stars"": ""3"", ""tourism"": ""hotel"", ""website"": ""http://www.surhotelsoman.com/sur.html"", ""wheelchair"": ""yes""}"
osm:way/326843836,Sohar Aluminium Power Plant,24.4679979,56.6365855,,,way,326843836,,"{""@id"": ""way/326843836"", ""landuse"": ""industrial"", ""name"": ""Sohar Aluminium Power Plant"", ""name:en"": ""Sohar Aluminium Power Plant"", ""plant:method"": ""combustion"", ""plant:output:electricity"": ""1000 MW"", ""plant:source"": ""gas"", ""plant:type"": ""combined_cycle"", ""power"": ""plant"", ""source"": ""https://www.sohar-aluminium.com/en/content/facilities"", ""wikidata"": ""Q12001757"", ""@geometry"": ""center""}"
osm:way/327884629,Royal Garden Sohar,24.3203725,56.7714197,,,way,327884629,,"{""@id"": ""way/327884629"", ""leisure"": ""garden"", ""name"": ""Royal Garden Sohar"", ""name:en"": ""Royal Garden Sohar"", ""@geometry"": ""center""}"
osm:node/336213422,Hilton Salalah Resort,16.9812774,54.0152603,,,node,336213422,Hilton Worldwide,"{""@id"": ""node/336213422"", ""addr:city"": ""Salalah"", ""addr:postcode"": ""211"", ""addr:street"": ""As Sultan Qaboos St"", ""brand"": ""Hilton"", ""building"": ""yes"", ""contact:facebook"": ""https://www.facebook.com/Hilton.Salalah.Resort.SAOG"", ""contact:twitter"": ""https://twitter.com/HiltonSalalah"", ""email"": ""salalah@hilton.com"", ""internet_access"": ""wlan"", ""name"": ""Hilton Salalah Resort"", ""operator"": ""Hilton Worldwide"", ""phone"": ""+968-23-133333"", ""rooms"": ""147"", ""stars"": ""5"", ""tourism"": ""hotel"", ""website"": ""https://www.hilton.com/en/hotels/sllhihi-hilton-salalah-resort/"", ""wheelchair"": ""yes""}"
osm:way/355308354,WATER-FRONT Muscat,23.6125433,58.4531847,,,way,355308354,,"{""@id"": ""way/355308354"", ""building"": ""retail"", ""name"": ""WATER-FRONT Muscat"", ""opening_hours"": ""Mo-Su 08:00-23:00"", ""phone"": ""+96895968732"", ""shop"": ""mall"", ""website"": ""https://www.waterfrontmuscat.com/"", ""@geometry"": ""center""}"
osm:way/382112815,Hawana Salalah,17.0336362,54.2992742,,,way,382112815,,"{""@id"": ""way/382112815"", ""landuse"": ""commercial"", ""leisure"": ""resort"", ""name"": ""Hawana Salalah"", ""tourism"": ""hotel"", ""@geometry"": ""center""}"
osm:way/441978972,Bangladesh School Muscat,23.5969128,58.4095644,,,way,441978972,,"{""@id"": ""way/441978972"", ""addr:street"": ""18 November Street"", ""amenity"": ""school"", ""name"": ""Bangladesh School Muscat"", ""source"": ""Kaart Ground Survey 2017"", ""@geometry"": ""center""}"
osm:way/442484754,Salalah Plaza Hotel,17.0042336,54.039035,,,way,442484754,,"{""@id"": ""way/442484754"", ""building"": ""hotel"", ""name"": ""Salalah Plaza Hotel"", ""@geometry"": ""center""}"
osm:way/449632054,Sur Desalination Plant,22.6220753,59.4529725,,,way,449632054,,"{""@id"": ""way/449632054"", ""building"": ""industrial"", ""name"": ""Sur Desalination Plant"", ""@geometry"": ""center""}"
osm:way/474360910,STP Sohar,24.3522854,56.6884621,,,way,474360910,Haya Water,"{""@id"": ""way/474360910"", ""addr:city"": ""Sohar"", ""landuse"": ""industrial"", ""man_made"": ""wastewater_plant"", ""name"": ""STP Sohar"", ""name:en"": ""STP Sohar"", ""operator"": ""Haya Water"", ""@geometry"": ""center""}"
osm:way/474360918,STP Sohar Port,24.484866,56.6039624,,,way,474360918,Sohar Port,"{""@id"": ""way/474360918"", ""addr:city"": ""Liwa"", ""landuse"": ""industrial"", ""man_made"": ""wastewater_plant"", ""name"": ""STP Sohar Port"", ""name:en"": ""STP Sohar Port"", ""operator"": ""Sohar Port"", ""@geometry"": ""center""}"
osm:node/4832052223,Al Baleed Resort Salalah by Anantara,17.0079614,54.1438685,,,node,4832052223,Anantara,"{""@id"": ""node/4832052223"", ""contact:website"": ""http://salalah.anantara.com/"", ""fixme"": ""needs detailed mapping"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""yes"", ""internet_access:ssid"": ""WiFi@Anantara"", ""name"": ""Al Baleed Resort Salalah by Anantara"", ""operator"": ""Anantara"", ""smoking"": ""outside"", ""spa"": ""yes"", ""stars"": ""5"", ""toilets:wheelchair"": ""yes"", ""tourism"": ""hotel"", ""wheelchair"": ""yes""}"
osm:way/500071381,Municipalicity of Salalah,17.0208613,54.1112514,,,way,500071381,,"{""@id"": ""way/500071381"", ""addr:city"": ""Salalah"", ""addr:postcode"": ""211"", ""addr:street"": ""Al Matar Street"", ""building"": ""yes"", ""name"": ""Municipalicity of Salalah"", ""office"": ""government"", ""source"": ""Kaart Ground Survey 2017"", ""@geometry"": ""center""}"
osm:way/505674831,Bank Muscat,23.5897018,58.5534628,,,way,505674831,,"{""@id"": ""way/505674831"", ""building"": ""yes"", ""name"": ""Bank Muscat"", ""source"": ""Kaart Ground Survey 2017"", ""@geometry"": ""center""}"
osm:way/505867599,Muscat Electricity Distribution,23.6196376,58.5007366,,,way,505867599,,"{""@id"": ""way/505867599"", ""addr:street"": ""Way 1816"", ""building"": ""yes"", ""name"": ""Muscat Electricity Distribution"", ""office"": ""company"", ""source"": ""Kaart Ground Survey 2017"", ""@geometry"": ""center""}"
osm:way/505870285,Sohar International Bank Headquarters,23.5963044,58.4366504,,,way,505870285,Sohar International,"{""@id"": ""way/505870285"", ""amenity"": ""bank"", ""building"": ""yes"", ""name"": ""Sohar International Bank Headquarters"", ""name:ar"": ""المقر الرئيسي لبنك صحار الدولي"", ""operator"": ""Sohar International"", ""source"": ""Kaart Ground Survey 2017"", ""@geometry"": ""center""}"
osm:way/505881932,Muscat Building,23.5867594,58.5598367,,,way,505881932,,"{""@id"": ""way/505881932"", ""building"": ""yes"", ""name"": ""Muscat Building"", ""source"": ""Kaart Ground Survey 2017"", ""@geometry"": ""center""}"
osm:way/505933449,Muscat Shoes,23.5832895,58.5484381,,,way,505933449,,"{""@id"": ""way/505933449"", ""addr:street"": ""Way 6114"", ""building"": ""yes"", ""name"": ""Muscat Shoes"", ""shop"": ""shoes"", ""source"": ""Kaart Ground Survey 2017"", ""@geometry"": ""center""}"
osm:way/506560398,Muscat Private Hospital,23.5494874,58.3978622,,,way,506560398,,"{""@id"": ""way/506560398"", ""addr:street"": ""Bosher Street"", ""building"": ""hospital"", ""name"": ""Muscat Private Hospital"", ""phone"": ""+968-24583600"", ""source"": ""Kaart Ground Survey 2017"", ""website"": ""https://muscatprivatehospital.com/"", ""@geometry"": ""center""}"
osm:way/506574468,Hawthorn Muscat,23.6255459,58.4945301,,,way,506574468,,"{""@id"": ""way/506574468"", ""addr:street"": ""Abu Obaidah Al Jarrah Street"", ""building"": ""yes"", ""name"": ""Hawthorn Muscat"", ""source"": ""Kaart Ground Survey 2017"", ""@geometry"": ""center""}"
osm:way/506772292,Bank Muscat,23.6229602,58.5060743,,,way,506772292,,"{""@id"": ""way/506772292"", ""addr:street"": ""Saih Al Malah Street"", ""amenity"": ""bank"", ""building"": ""yes"", ""name"": ""Bank Muscat"", ""source"": ""Kaart Ground Survey 2017"", ""@geometry"": ""center""}"
osm:way/506825572,Muscat Driving School,23.6102038,58.2432558,,,way,506825572,,"{""@id"": ""way/506825572"", ""addr:street"": ""Way 1717"", ""landuse"": ""military"", ""military"": ""training_area"", ""name"": ""Muscat Driving School"", ""source"": ""Kaart Ground Survey 2017"", ""@geometry"": ""center""}"
osm:way/507034358,Muscat Electricity Distribution Company,23.6041184,58.5487158,,,way,507034358,,"{""@id"": ""way/507034358"", ""addr:street"": ""Way 3233"", ""building"": ""yes"", ""name"": ""Muscat Electricity Distribution Company"", ""office"": ""company"", ""source"": ""Kaart Ground Survey 2017"", ""@geometry"": ""center""}"
osm:way/507348481,Noor Muscat,23.6004835,58.5414418,,,way,507348481,,"{""@id"": ""way/507348481"", ""addr:street"": ""Way 2964"", ""building"": ""yes"", ""name"": ""Noor Muscat"", ""shop"": ""supermarket"", ""source"": ""Kaart Ground Survey 2017"", ""@geometry"": ""center""}"
osm:way/507420815,Dhofar Insurance,17.0145463,54.0522293,,,way,507420815,,"{""@id"": ""way/507420815"", ""addr:street"": ""Ar Rubat Street"", ""building"": ""yes"", ""name"": ""Dhofar Insurance"", ""office"": ""insurance"", ""source"": ""Kaart Ground Survey 2017"", ""@geometry"": ""center""}"
osm:way/507423951,Salalah al Gharbiyya Roundabout,17.0075189,54.0687155,,,way,507423951,,"{""@id"": ""way/507423951"", ""landuse"": ""grass"", ""name"": ""Salalah al Gharbiyya Roundabout"", ""source"": ""Kaart Ground Survey 2017"", ""@geometry"": ""center""}"
osm:way/507588640,Directorate General of Health Services Governorate of Muscat,23.6127047,58.5462872,,,way,507588640,,"{""@id"": ""way/507588640"", ""addr:street"": ""Al Mujamma Street"", ""amenity"": ""hospital"", ""name"": ""Directorate General of Health Services Governorate of Muscat"", ""source"": ""Kaart Ground Survey 2017"", ""@geometry"": ""center""}"
osm:way/508238052,Bank of Barode Salalah,17.0201177,54.0999799,,,way,508238052,,"{""@id"": ""way/508238052"", ""addr:street"": ""Al Souq Street"", ""amenity"": ""bank"", ""building"": ""yes"", ""name"": ""Bank of Barode Salalah"", ""source"": ""Kaart Ground Survey 2017"", ""@geometry"": ""center""}"
osm:way/508190176,Salalah Private School,17.0443623,54.1572297,,,way,508190176,,"{""@id"": ""way/508190176"", ""addr:street"": ""A'Sawari Street"", ""building"": ""school"", ""name"": ""Salalah Private School"", ""source"": ""Kaart Ground Survey 2017"", ""@geometry"": ""center""}"
osm:way/508212314,Sad Salalah,17.0221004,54.1155854,,,way,508212314,,"{""@id"": ""way/508212314"", ""building"": ""yes"", ""name"": ""Sad Salalah"", ""shop"": ""car_parts"", ""source"": ""Kaart Ground Survey 2017"", ""@geometry"": ""center""}"
osm:way/508284437,Salalah Police Station,17.0214811,54.089271,,,way,508284437,,"{""@id"": ""way/508284437"", ""addr:street"": ""Markaz Al Muhafdhah Street"", ""amenity"": ""police"", ""building"": ""yes"", ""name"": ""Salalah Police Station"", ""source"": ""Kaart Ground Survey 2017"", ""@geometry"": ""center""}"
osm:node/7041976757,Sohar Club Stadium,24.3032609,56.6392635,,,node,7041976757,Sohar Club,"{""@id"": ""node/7041976757"", ""addr:city"": ""Sohar, Oman"", ""addr:postcode"": ""311"", ""addr:street"": ""طريق الباطنة السريع"", ""email"": ""Sohar@ofa.com"", ""leisure"": ""sports_centre"", ""name"": ""Sohar Club Stadium"", ""name:ar"": ""استاد نادي صحار"", ""operator"": ""Sohar Club"", ""phone"": ""2684387"", ""sport"": ""soccer;hockey;volleyball;basketball;handball"", ""website"": ""https://twitter.com/Soharfc"", ""wikidata"": ""Q85870175"", ""wikipedia"": ""ar:استاد نادي صحار""}"
osm:way/566691932,Ghubrah Beach Park,23.6032711,58.4046627,,,way,566691932,,"{""@id"": ""way/566691932"", ""leisure"": ""park"", ""name"": ""Ghubrah Beach Park"", ""@geometry"": ""center""}"
osm:way/567439802,Tulip Inn Downtown Muscat,23.5941666,58.5420448,,,way,567439802,,"{""@id"": ""way/567439802"", ""building"": ""yes"", ""name"": ""Tulip Inn Downtown Muscat"", ""tourism"": ""hotel"", ""@geometry"": ""center""}"
osm:way/588537477,Bank Muscat MAM Branch,23.5745788,58.2617939,,,way,588537477,,"{""@id"": ""way/588537477"", ""branch"": ""معسكر المرتفعة"", ""branch:en"": ""Maaskar Al Martafaa"", ""building"": ""yes"", ""building:levels"": ""2"", ""name"": ""Bank Muscat MAM Branch"", ""@geometry"": ""center""}"
osm:node/598558677,Muscat Pharmacy,26.1837465,56.2479064,,,node,598558677,,"{""@id"": ""node/598558677"", ""amenity"": ""pharmacy"", ""healthcare"": ""pharmacy"", ""name"": ""Muscat Pharmacy"", ""name:en"": ""Muscat Pharmacy""}"
osm:way/655453206,Sur Plaza Hotel,22.5662395,59.4960797,,,way,655453206,,"{""@id"": ""way/655453206"", ""name"": ""Sur Plaza Hotel"", ""tourism"": ""hotel"", ""@geometry"": ""center""}"
osm:way/754936352,Sur Grand Hotel,22.6010183,59.481082,,,way,754936352,,"{""@id"": ""way/754936352"", ""building"": ""yes"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""name"": ""Sur Grand Hotel"", ""phone"": ""+968 25 240000"", ""tourism"": ""hotel"", ""@geometry"": ""center""}"
osm:node/4697355691,pakistan school sohar,24.2776707,56.6922941,,,node,4697355691,,"{""@id"": ""node/4697355691"", ""addr:street"": ""yanqal road"", ""amenity"": ""school"", ""name"": ""pakistan school sohar"", ""name:en"": ""pakistan school sohar""}"
osm:way/830305286,Salalah IWPP,17.0404459,54.4922962,,,way,830305286,,"{""@id"": ""way/830305286"", ""barrier"": ""fence"", ""frequency"": ""50"", ""name"": ""Salalah IWPP"", ""power"": ""substation"", ""voltage"": ""132000"", ""@geometry"": ""center""}"
osm:way/839844483,Sheraton Hotel Muscat,23.5973968,58.5520535,,,way,839844483,,"{""@id"": ""way/839844483"", ""addr:city"": ""Ruwi, Muscat"", ""brand"": ""Sheraton"", ""building"": ""hotel"", ""building:levels"": ""13"", ""height"": ""57"", ""name"": ""Sheraton Hotel Muscat"", ""@geometry"": ""center""}"
osm:way/956045411,Sohar gate,24.2303827,56.828252,,,way,956045411,,"{""@id"": ""way/956045411"", ""building"": ""yes"", ""building:colour"": ""brown"", ""building:levels"": ""1"", ""building:use"": ""cultural"", ""height"": ""5.5"", ""name"": ""Sohar gate"", ""name:ar"": ""بوابة صحار"", ""roof:colour"": ""brown"", ""@geometry"": ""center""}"
osm:way/966690182,Sohar police station,24.3408573,56.6997734,,,way,966690182,مركز شرطة صحار,"{""@id"": ""way/966690182"", ""amenity"": ""police"", ""barrier"": ""wall"", ""name"": ""Sohar police station"", ""operator"": ""مركز شرطة صحار"", ""@geometry"": ""center""}"
osm:way/980196507,Salalah Grand Mall,17.0349058,54.1640153,,,way,980196507,,"{""@id"": ""way/980196507"", ""name"": ""Salalah Grand Mall"", ""name:ar1"": ""صلاله جراند مول"", ""name:en"": ""Salalah Grand Mall"", ""shop"": ""mall"", ""@geometry"": ""center""}"
osm:way/986177879,Bank Muscat,23.8581734,57.3297172,,,way,986177879,,"{""@id"": ""way/986177879"", ""amenity"": ""bank"", ""building"": ""yes"", ""name"": ""Bank Muscat"", ""name:ar"": ""بنك مسقط"", ""@geometry"": ""center""}"
