fai_mean,datetime,rednir_mean,valid_px,rednir_std,ndwi_mean,scene_id,ndwi_std,tile,fai_std,chlor_a,kd490,flh,year,month,season,hab_label
0.0411606803536415,2018-09-04 06:56:19.024000+00:00,0.8995077610015869,16384,1.788139343261719e-07,-0.1637744754552841,S2B_MSIL2A_20180904T065619_R063_T39QXG_20201011T083613,0.0,S2B_MSIL2A_20180904T065619_R063_T39QXG_20201011T083613_0000.jpg,7.450580596923828e-09,0.575683,0.075,0.382635,2018,9,autumn,0
0.0411606803536415,2018-09-04 06:56:19.024000+00:00,0.8995077610015869,16384,1.788139343261719e-07,-0.1637744754552841,S2B_MSIL2A_20180904T065619_R063_T39QXG_20201011T083613,0.0,S2B_MSIL2A_20180904T065619_R063_T39QXG_20201011T083613_0001.jpg,7.450580596923828e-09,0.575683,0.075,0.382635,2018,9,autumn,0
0.0448196902871131,2018-08-30 06:56:21.024000+00:00,0.9157285094261168,16384,0.0,-0.153169646859169,S2A_MSIL2A_20180830T065621_R063_T39QXG_20201103T141110,0.0,S2A_MSIL2A_20180830T065621_R063_T39QXG_20201103T141110_0000.jpg,7.450580596923828e-09,0.575683,0.075,0.382635,2018,8,summer,0
0.0448196902871131,2018-08-30 06:56:21.024000+00:00,0.9157285094261168,16384,0.0,-0.153169646859169,S2A_MSIL2A_20180830T065621_R063_T39QXG_20201103T141110,0.0,S2A_MSIL2A_20180830T065621_R063_T39QXG_20201103T141110_0001.jpg,7.450580596923828e-09,0.575683,0.075,0.382635,2018,8,summer,0
0.0354360938072204,2018-08-25 06:56:19.024000+00:00,0.90119069814682,16384,1.1920928955078125e-07,-0.1532414704561233,S2B_MSIL2A_20180825T065619_R063_T39QXG_20201011T065431,0.0,S2B_MSIL2A_20180825T065619_R063_T39QXG_20201011T065431_0000.jpg,0.0,,,,2018,8,summer,0
0.0354360938072204,2018-08-25 06:56:19.024000+00:00,0.90119069814682,16384,1.1920928955078125e-07,-0.1532414704561233,S2B_MSIL2A_20180825T065619_R063_T39QXG_20201011T065431,0.0,S2B_MSIL2A_20180825T065619_R063_T39QXG_20201011T065431_0001.jpg,0.0,,,,2018,8,summer,0
0.0417311415076255,2018-08-20 06:56:21.024000+00:00,0.9043675065040588,16384,0.0,-0.1607653349637985,S2A_MSIL2A_20180820T065621_R063_T39QXG_20201011T042051,0.0,S2A_MSIL2A_20180820T065621_R063_T39QXG_20201011T042051_0000.jpg,7.450580596923828e-09,0.551472,0.0746,0.185704,2018,8,summer,0
0.0417311415076255,2018-08-20 06:56:21.024000+00:00,0.9043675065040588,16384,0.0,-0.1607653349637985,S2A_MSIL2A_20180820T065621_R063_T39QXG_20201011T042051,0.0,S2A_MSIL2A_20180820T065621_R063_T39QXG_20201011T042051_0001.jpg,7.450580596923828e-09,0.551472,0.0746,0.185704,2018,8,summer,0
0.0386622920632362,2018-08-15 06:57:29.024000+00:00,0.8991031050682068,16384,0.0,-0.1586140096187591,S2B_MSIL2A_20180815T065729_R063_T39QXG_20201011T021229,0.0,S2B_MSIL2A_20180815T065729_R063_T39QXG_20201011T021229_0000.jpg,7.450580596923828e-09,0.551472,0.0746,0.185704,2018,8,summer,0
0.0386622920632362,2018-08-15 06:57:29.024000+00:00,0.8991031050682068,16384,0.0,-0.1586140096187591,S2B_MSIL2A_20180815T065729_R063_T39QXG_20201011T021229,0.0,S2B_MSIL2A_20180815T065729_R063_T39QXG_20201011T021229_0001.jpg,7.450580596923828e-09,0.551472,0.0746,0.185704,2018,8,summer,0
0.0476786866784095,2018-07-16 06:56:19.024000+00:00,0.9020482897758484,16384,1.1920928955078125e-07,-0.1678117960691452,S2B_MSIL2A_20180716T065619_R063_T39QXG_20201011T163441,0.0,S2B_MSIL2A_20180716T065619_R063_T39QXG_20201011T163441_0000.jpg,7.450580596923828e-09,0.63296,0.0779,0.168647,2018,7,summer,0
0.0476786866784095,2018-07-16 06:56:19.024000+00:00,0.9020482897758484,16384,1.1920928955078125e-07,-0.1678117960691452,S2B_MSIL2A_20180716T065619_R063_T39QXG_20201011T163441,0.0,S2B_MSIL2A_20180716T065619_R063_T39QXG_20201011T163441_0001.jpg,7.450580596923828e-09,0.63296,0.0779,0.168647,2018,7,summer,0
0.0408328175544738,2018-07-06 06:56:19.024000+00:00,0.906686782836914,16384,0.0,-0.1566378772258758,S2B_MSIL2A_20180706T065619_R063_T39QXG_20201011T124309,2.9802322387695312e-08,S2B_MSIL2A_20180706T065619_R063_T39QXG_20201011T124309_0000.jpg,0.0,0.679299,0.082,,2018,7,summer,0
0.0408328175544738,2018-07-06 06:56:19.024000+00:00,0.906686782836914,16384,0.0,-0.1566378772258758,S2B_MSIL2A_20180706T065619_R063_T39QXG_20201011T124309,2.9802322387695312e-08,S2B_MSIL2A_20180706T065619_R063_T39QXG_20201011T124309_0001.jpg,0.0,0.679299,0.082,,2018,7,summer,0
0.0481508374214172,2018-07-01 06:56:21.024000+00:00,0.9213922023773192,16384,2.384185791015625e-07,-0.1551601588726043,S2A_MSIL2A_20180701T065621_R063_T39QXG_20201011T104015,2.9802322387695312e-08,S2A_MSIL2A_20180701T065621_R063_T39QXG_20201011T104015_0000.jpg,0.0,0.906392,0.0943,0.42845,2018,7,summer,0
0.0481508374214172,2018-07-01 06:56:21.024000+00:00,0.9213922023773192,16384,2.384185791015625e-07,-0.1551601588726043,S2A_MSIL2A_20180701T065621_R063_T39QXG_20201011T104015,2.9802322387695312e-08,S2A_MSIL2A_20180701T065621_R063_T39QXG_20201011T104015_0001.jpg,0.0,0.906392,0.0943,0.42845,2018,7,summer,0
