tile,scene_id,datetime,ndwi_mean,ndwi_std,fai_mean,fai_std,rednir_mean,rednir_std,valid_px,chip_id,month_key,chlor_a,kd490,flh,sst,nflh,year,month_num,month_sin,month_cos,season,season_winter,season_spring,season_summer,season_autumn,log_kd490,log_chlor_a,log_nflh,ratio_chl_kd,chl_times_nflh,ratio_nflh_kd,hab_prob,month,p_frcnn_r50_med,p_frcnn_mb_med,p_ssd_mb_med
S2A_MSIL2A_20170703T064621_R020_T40RDP_20210210T040347_0000.jpg,S2A_MSIL2A_20170703T064621_R020_T40RDP_20210210T040347,2017-07-03 06:46:21.026000+00:00,-0.1582488715648651,1.4901161193847656e-08,0.0298754274845123,0.0,0.9173097014427184,0.0,16384,2017-07_aba9ea42ad9c0ea5,2017-07,0.561206,0.0786,0.172458,25.655,0.172458,2017,7,-0.5000000000000001,-0.8660254037844386,summer,0,0,1,0,-2.543383579546976,-0.5776672394353599,-1.757601550417236,7.14002544529262,0.0967844643479999,2.1941221374045803,0.4942595579194244,2017-07,0.8356631994247437,0.0773750469088554,0.4078150689601898
S2A_MSIL2A_20170703T064621_R020_T40RDP_20210210T040347_0001.jpg,S2A_MSIL2A_20170703T064621_R020_T40RDP_20210210T040347,2017-07-03 06:46:21.026000+00:00,-0.1582488715648651,1.4901161193847656e-08,0.0298754274845123,0.0,0.9173097014427184,0.0,16384,2017-07_8c981d1a4476c0a9,2017-07,0.561206,0.0786,0.172458,25.655,0.172458,2017,7,-0.5000000000000001,-0.8660254037844386,summer,0,0,1,0,-2.543383579546976,-0.5776672394353599,-1.757601550417236,7.14002544529262,0.0967844643479999,2.1941221374045803,0.4942595579194244,2017-07,0.8382629752159119,0.1648057550191879,0.4737210571765899
S2A_MSIL2A_20170723T064631_R020_T40RDP_20210210T130856_0000.jpg,S2A_MSIL2A_20170723T064631_R020_T40RDP_20210210T130856,2017-07-23 06:46:31.026000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,2017-07_c8c0d7a987aeadca,2017-07,0.0,0.0,,25.235,0.0,2017,7,-0.5000000000000001,-0.8660254037844386,summer,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.490537032424134,2017-07,0.8239440321922302,0.0617499686777591,0.4087879657745361
S2A_MSIL2A_20170723T064631_R020_T40RDP_20210210T130856_0001.jpg,S2A_MSIL2A_20170723T064631_R020_T40RDP_20210210T130856,2017-07-23 06:46:31.026000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,2017-07_5c9c1dbb25edbc24,2017-07,0.0,0.0,,25.235,0.0,2017,7,-0.5000000000000001,-0.8660254037844386,summer,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.490537032424134,2017-07,0.8273842334747314,0.1055591255426406,0.4277897477149963
S2B_MSIL2A_20170807T064619_R020_T40RDP_20210210T210701_0000.jpg,S2B_MSIL2A_20170807T064619_R020_T40RDP_20210210T210701,2017-08-07 06:46:19.027000+00:00,-0.1410058438777923,1.4901161193847656e-08,0.0283245742321014,0.0,0.932528555393219,0.0,16384,2017-08_58ba76eba5b3b989,2017-08,0.288629,0.0528,0.109955,26.02,0.109955,2017,8,-0.8660254037844384,-0.5000000000000004,summer,0,0,1,0,-2.9412440882699213,-1.242613152590171,-2.207684087799326,5.466458333333334,0.031736201695,2.0824810606060606,0.4105619699186447,2017-08,0.8237571120262146,0.0641542598605156,0.4699802100658417
S2B_MSIL2A_20170807T064619_R020_T40RDP_20210210T210701_0001.jpg,S2B_MSIL2A_20170807T064619_R020_T40RDP_20210210T210701,2017-08-07 06:46:19.027000+00:00,-0.1410058438777923,1.4901161193847656e-08,0.0283245742321014,0.0,0.932528555393219,0.0,16384,2017-08_58edff9a7ffe7c34,2017-08,0.288629,0.0528,0.109955,26.02,0.109955,2017,8,-0.8660254037844384,-0.5000000000000004,summer,0,0,1,0,-2.9412440882699213,-1.242613152590171,-2.207684087799326,5.466458333333334,0.031736201695,2.0824810606060606,0.4105619699186447,2017-08,0.8231881856918335,0.0839712992310524,0.3971270024776459
S2A_MSIL2A_20170812T064631_R020_T40RDP_20210131T155623_0000.jpg,S2A_MSIL2A_20170812T064631_R020_T40RDP_20210131T155623,2017-08-12 06:46:31.026000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,2017-08_5ed98a3f968642f9,2017-08,0.288629,0.0528,0.109955,26.02,0.109955,2017,8,-0.8660254037844384,-0.5000000000000004,summer,0,0,1,0,-2.9412440882699213,-1.242613152590171,-2.207684087799326,5.466458333333334,0.031736201695,2.0824810606060606,0.3890163254763095,2017-08,0.8252377510070801,0.0833324566483497,0.4326194822788238
S2A_MSIL2A_20170812T064631_R020_T40RDP_20210131T155623_0001.jpg,S2A_MSIL2A_20170812T064631_R020_T40RDP_20210131T155623,2017-08-12 06:46:31.026000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,2017-08_5002462f2bd72575,2017-08,0.288629,0.0528,0.109955,26.02,0.109955,2017,8,-0.8660254037844384,-0.5000000000000004,summer,0,0,1,0,-2.9412440882699213,-1.242613152590171,-2.207684087799326,5.466458333333334,0.031736201695,2.0824810606060606,0.3890163254763095,2017-08,0.7689833045005798,0.078761488199234,0.4739084243774414
S2B_MSIL2A_20170827T064619_R020_T40RDP_20210201T123544_0000.jpg,S2B_MSIL2A_20170827T064619_R020_T40RDP_20210201T123544,2017-08-27 06:46:19.027000+00:00,-0.1377950012683868,1.4901161193847656e-08,0.0315016433596611,7.450580596923828e-09,0.9501696228981018,5.960464477539065e-08,16384,2017-08_0a3084ed7e748ea9,2017-08,0.403118,0.0674,0.159524,26.33,0.159524,2017,8,-0.8660254037844384,-0.5000000000000004,summer,0,0,1,0,-2.6971102610638757,-0.9085259559239474,-1.83556089785731,5.980979228486646,0.064306995832,2.3668249258160237,0.3849065403803902,2017-08,0.8219356536865234,0.0940377861261367,0.4386184513568878
S2B_MSIL2A_20170827T064619_R020_T40RDP_20210201T123544_0001.jpg,S2B_MSIL2A_20170827T064619_R020_T40RDP_20210201T123544,2017-08-27 06:46:19.027000+00:00,-0.1377950012683868,1.4901161193847656e-08,0.0315016433596611,7.450580596923828e-09,0.9501696228981018,5.960464477539065e-08,16384,2017-08_9d4caeae9979fd7c,2017-08,0.403118,0.0674,0.159524,26.33,0.159524,2017,8,-0.8660254037844384,-0.5000000000000004,summer,0,0,1,0,-2.6971102610638757,-0.9085259559239474,-1.83556089785731,5.980979228486646,0.064306995832,2.3668249258160237,0.3849065403803902,2017-08,0.7134864926338196,0.1727683544158935,0.4172903597354889
S2B_MSIL2A_20170916T064619_R020_T40RDP_20210202T040902_0000.jpg,S2B_MSIL2A_20170916T064619_R020_T40RDP_20210202T040902,2017-09-16 06:46:19.027000+00:00,-0.1286761611700058,0.0,0.0267212986946105,0.0,0.9592792987823486,1.788139343261719e-07,16384,2017-09_6a094c0d055a1884,2017-09,0.333458,0.0624,0.1063,27.1,0.1063,2017,9,-1.0,-1.8369701987210294e-16,autumn,0,0,0,1,-2.7741900036067553,-1.0982383585886768,-2.241489993634235,5.343878205128205,0.0354465854,1.7035256410256412,0.3686722599711187,2017-09,0.867540180683136,0.1350924968719482,0.4746573567390442
S2B_MSIL2A_20170916T064619_R020_T40RDP_20210202T040902_0001.jpg,S2B_MSIL2A_20170916T064619_R020_T40RDP_20210202T040902,2017-09-16 06:46:19.027000+00:00,-0.1286761611700058,0.0,0.0267212986946105,0.0,0.9592792987823486,1.788139343261719e-07,16384,2017-09_b04ae6fee0ef74bb,2017-09,0.333458,0.0624,0.1063,27.1,0.1063,2017,9,-1.0,-1.8369701987210294e-16,autumn,0,0,0,1,-2.7741900036067553,-1.0982383585886768,-2.241489993634235,5.343878205128205,0.0354465854,1.7035256410256412,0.3686722599711187,2017-09,0.704511284828186,0.0702063888311386,0.4153099060058594
S2A_MSIL2A_20170921T064621_R020_T40RDP_20210202T071538_0000.jpg,S2A_MSIL2A_20170921T064621_R020_T40RDP_20210202T071538,2017-09-21 06:46:21.026000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,2017-09_a80e432ebdfa0b4f,2017-09,0.333458,0.0624,0.1063,27.1,0.1063,2017,9,-1.0,-1.8369701987210294e-16,autumn,0,0,0,1,-2.7741900036067553,-1.0982383585886768,-2.241489993634235,5.343878205128205,0.0354465854,1.7035256410256412,0.3725449536963646,2017-09,0.865155041217804,0.1205992922186851,0.4222910106182098
S2A_MSIL2A_20170921T064621_R020_T40RDP_20210202T071538_0001.jpg,S2A_MSIL2A_20170921T064621_R020_T40RDP_20210202T071538,2017-09-21 06:46:21.026000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,2017-09_bbc5bf5bdbfb8220,2017-09,0.333458,0.0624,0.1063,27.1,0.1063,2017,9,-1.0,-1.8369701987210294e-16,autumn,0,0,0,1,-2.7741900036067553,-1.0982383585886768,-2.241489993634235,5.343878205128205,0.0354465854,1.7035256410256412,0.3725449536963646,2017-09,0.6977480053901672,0.099375195801258,0.4438935220241546
S2B_MSIL2A_20171006T064719_R020_T40RDP_20210202T145017_0000.jpg,S2B_MSIL2A_20171006T064719_R020_T40RDP_20210202T145017,2017-10-06 06:47:19.027000+00:00,-0.1392283141613006,2.9802322387695312e-08,0.0188196748495101,0.0,0.9174196720123292,1.788139343261719e-07,16384,2017-10_53d613d2e0d7b0ec,2017-10,0.481284,0.071,0.161465,27.63,0.161465,2017,10,-0.8660254037844386,0.5000000000000001,autumn,0,0,0,1,-2.645075401940822,-0.7312977465250415,-1.8234668780724763,6.778647887323944,0.07771052106,2.274154929577465,0.4128124580550941,2017-10,0.865786612033844,0.1285894811153412,0.4567068517208099
S2B_MSIL2A_20171006T064719_R020_T40RDP_20210202T145017_0001.jpg,S2B_MSIL2A_20171006T064719_R020_T40RDP_20210202T145017,2017-10-06 06:47:19.027000+00:00,-0.1392283141613006,2.9802322387695312e-08,0.0188196748495101,0.0,0.9174196720123292,1.788139343261719e-07,16384,2017-10_9b7574609a06d935,2017-10,0.481284,0.071,0.161465,27.63,0.161465,2017,10,-0.8660254037844386,0.5000000000000001,autumn,0,0,0,1,-2.645075401940822,-0.7312977465250415,-1.8234668780724763,6.778647887323944,0.07771052106,2.274154929577465,0.4128124580550941,2017-10,0.6547224521636963,0.1074510067701339,0.4602894186973572
S2A_MSIL2A_20171011T064811_R020_T40RDP_20201019T203503_0000.jpg,S2A_MSIL2A_20171011T064811_R020_T40RDP_20201019T203503,2017-10-11 06:48:11.026000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,2017-10_b10875a65bf90095,2017-10,0.30471,0.0586,0.0485001,28.01,0.0485001,2017,10,-0.8660254037844386,0.5000000000000001,autumn,0,0,0,1,-2.83702058239917,-1.1883947743626175,-3.026189419185155,5.199829351535836,0.0147784654709999,0.8276467576791808,0.3685050908902117,2017-10,0.8911556601524353,0.1369504630565643,0.4282033741474151
S2A_MSIL2A_20171011T064811_R020_T40RDP_20201019T203503_0001.jpg,S2A_MSIL2A_20171011T064811_R020_T40RDP_20201019T203503,2017-10-11 06:48:11.026000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,2017-10_7dcdfd39898cb052,2017-10,0.30471,0.0586,0.0485001,28.01,0.0485001,2017,10,-0.8660254037844386,0.5000000000000001,autumn,0,0,0,1,-2.83702058239917,-1.1883947743626175,-3.026189419185155,5.199829351535836,0.0147784654709999,0.8276467576791808,0.3685050908902117,2017-10,0.8308486938476562,0.0890646129846572,0.4494609236717224
S2B_MSIL2A_20171026T064939_R020_T40RDP_20201015T022501_0000.jpg,S2B_MSIL2A_20171026T064939_R020_T40RDP_20201015T022501,2017-10-26 06:49:39.027000+00:00,-0.1921035647392273,1.4901161193847656e-08,0.0147278606891632,0.0,0.8481387495994568,5.960464477539065e-08,16384,2017-10_4a65ad95e50e9984,2017-10,0.159387,0.046,0.0680499,30.155,0.0680499,2017,10,-0.8660254037844386,0.5000000000000001,autumn,0,0,0,1,-3.079113882493042,-1.836420071786259,-2.687514019393457,3.4649347826086956,0.0108462694113,1.479345652173913,0.376417196117877,2017-10,0.8746764659881592,0.1010120511054992,0.4186359345912933
S2B_MSIL2A_20171026T064939_R020_T40RDP_20201015T022501_0001.jpg,S2B_MSIL2A_20171026T064939_R020_T40RDP_20201015T022501,2017-10-26 06:49:39.027000+00:00,-0.1921035647392273,1.4901161193847656e-08,0.0147278606891632,0.0,0.8481387495994568,5.960464477539065e-08,16384,2017-10_ee1e8965ec9d33c9,2017-10,0.159387,0.046,0.0680499,30.155,0.0680499,2017,10,-0.8660254037844386,0.5000000000000001,autumn,0,0,0,1,-3.079113882493042,-1.836420071786259,-2.687514019393457,3.4649347826086956,0.0108462694113,1.479345652173913,0.376417196117877,2017-10,0.7256715893745422,0.1042044684290885,0.4477242231369018
S2B_MSIL2A_20171105T065029_R020_T40RDP_20201014T182558_0000.jpg,S2B_MSIL2A_20171105T065029_R020_T40RDP_20201014T182558,2017-11-05 06:50:29.027000+00:00,-0.1811625212430954,2.9802322387695312e-08,0.0238426327705383,0.0,0.8958465456962585,1.1920928955078125e-07,16384,2017-11_1ee53e6a65e84866,2017-11,0.239346,0.0518,0.0548749,31.115,0.0548749,2017,11,-0.5000000000000004,0.8660254037844384,autumn,0,0,0,1,-2.9603651297166995,-1.4298450752114036,-2.9026992299119243,4.620579150579151,0.0131340878154,1.0593610038610035,0.4135188252090927,2017-11,0.7470881938934326,0.0901548564434051,0.4732535779476166
S2B_MSIL2A_20171105T065029_R020_T40RDP_20201014T182558_0001.jpg,S2B_MSIL2A_20171105T065029_R020_T40RDP_20201014T182558,2017-11-05 06:50:29.027000+00:00,-0.1811625212430954,2.9802322387695312e-08,0.0238426327705383,0.0,0.8958465456962585,1.1920928955078125e-07,16384,2017-11_065913619945d6db,2017-11,0.239346,0.0518,0.0548749,31.115,0.0548749,2017,11,-0.5000000000000004,0.8660254037844384,autumn,0,0,0,1,-2.9603651297166995,-1.4298450752114036,-2.9026992299119243,4.620579150579151,0.0131340878154,1.0593610038610035,0.4135188252090927,2017-11,0.5869914293289185,0.0684794932603836,0.3871967196464538
S2B_MSIL2A_20171115T065119_R020_T40RDP_20201014T200318_0000.jpg,S2B_MSIL2A_20171115T065119_R020_T40RDP_20201014T200318,2017-11-15 06:51:19.027000+00:00,-0.1961080431938171,1.4901161193847656e-08,0.0324295088648796,7.450580596923828e-09,0.9237975478172302,1.1920928955078125e-07,16384,2017-11_93dfe369a7d82971,2017-11,0.104083,0.0414,0.337245,29.24,0.337245,2017,11,-0.5000000000000004,0.8660254037844384,autumn,0,0,0,1,-3.1844743981508685,-2.2625666212117377,-1.0869456098010617,2.514082125603865,0.035101471335,8.146014492753624,0.4385561639685792,2017-11,0.8470982313156128,0.0969344601035118,0.458731472492218
S2B_MSIL2A_20171115T065119_R020_T40RDP_20201014T200318_0001.jpg,S2B_MSIL2A_20171115T065119_R020_T40RDP_20201014T200318,2017-11-15 06:51:19.027000+00:00,-0.1961080431938171,1.4901161193847656e-08,0.0324295088648796,7.450580596923828e-09,0.9237975478172302,1.1920928955078125e-07,16384,2017-11_0dd913f0f29993f8,2017-11,0.104083,0.0414,0.337245,29.24,0.337245,2017,11,-0.5000000000000004,0.8660254037844384,autumn,0,0,0,1,-3.1844743981508685,-2.2625666212117377,-1.0869456098010617,2.514082125603865,0.035101471335,8.146014492753624,0.4385561639685792,2017-11,0.7505194544792175,0.0786107033491134,0.4286811649799347
S2B_MSIL2A_20171205T065239_R020_T40RDP_20201014T120805_0000.jpg,S2B_MSIL2A_20171205T065239_R020_T40RDP_20201014T120805,2017-12-05 06:52:39.027000+00:00,-0.1666661947965622,0.0,0.0130557417869567,0.0,0.8728072643280029,1.788139343261719e-07,16384,2017-12_2f6fdbd96ae66764,2017-12,0.183245,0.0492,0.0771451,27.405,0.0771451,2017,12,-2.4492935982947064e-16,1.0,winter,1,0,0,0,-3.0118616554838744,-1.6969312237172265,-2.562067214827699,3.724491869918699,0.0141364538494999,1.5679898373983738,0.3893374098756391,2017-12,0.8436182141304016,0.0990885868668556,0.4459322690963745
S2B_MSIL2A_20171205T065239_R020_T40RDP_20201014T120805_0001.jpg,S2B_MSIL2A_20171205T065239_R020_T40RDP_20201014T120805,2017-12-05 06:52:39.027000+00:00,-0.1666661947965622,0.0,0.0130557417869567,0.0,0.8728072643280029,1.788139343261719e-07,16384,2017-12_63cc2f991a937c43,2017-12,0.183245,0.0492,0.0771451,27.405,0.0771451,2017,12,-2.4492935982947064e-16,1.0,winter,1,0,0,0,-3.0118616554838744,-1.6969312237172265,-2.562067214827699,3.724491869918699,0.0141364538494999,1.5679898373983738,0.3893374098756391,2017-12,0.7766963243484497,0.1170053631067276,0.4107701778411865
S2A_MSIL2A_20171210T065251_R020_T40RDP_20201014T130828_0000.jpg,S2A_MSIL2A_20171210T065251_R020_T40RDP_20201014T130828,2017-12-10 06:52:51.026000+00:00,-0.1451939046382904,1.4901161193847656e-08,-0.0031541138887405,0.0,0.8196391463279724,0.0,16384,2017-12_a545e98cf8ce3e7d,2017-12,0.183245,0.0492,0.0771451,27.405,0.0771451,2017,12,-2.4492935982947064e-16,1.0,winter,1,0,0,0,-3.0118616554838744,-1.6969312237172265,-2.562067214827699,3.724491869918699,0.0141364538494999,1.5679898373983738,0.3671971186200455,2017-12,0.8326332569122314,0.0933632999658584,0.4223576486110687
S2A_MSIL2A_20171210T065251_R020_T40RDP_20201014T130828_0001.jpg,S2A_MSIL2A_20171210T065251_R020_T40RDP_20201014T130828,2017-12-10 06:52:51.026000+00:00,-0.1451939046382904,1.4901161193847656e-08,-0.0031541138887405,0.0,0.8196391463279724,0.0,16384,2017-12_2ded93dc51f2a0b5,2017-12,0.183245,0.0492,0.0771451,27.405,0.0771451,2017,12,-2.4492935982947064e-16,1.0,winter,1,0,0,0,-3.0118616554838744,-1.6969312237172265,-2.562067214827699,3.724491869918699,0.0141364538494999,1.5679898373983738,0.3671971186200455,2017-12,0.7765547037124634,0.0831123292446136,0.4403832554817199
S2A_MSIL2A_20171230T065301_R020_T40RDP_20201014T171731_0000.jpg,S2A_MSIL2A_20171230T065301_R020_T40RDP_20201014T171731,2017-12-30 06:53:01.026000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,2017-12_bf5f4f5451605f6a,2017-12,0.250305,0.06168,0.151282,26.2,0.151282,2017,12,-2.4492935982947064e-16,1.0,winter,1,0,0,0,-2.7857955497270632,-1.3850751047151613,-1.888609634201081,4.058122568093386,0.03786664101,2.45269130998703,0.3762318117166447,2017-12,0.8519065380096436,0.1437568664550781,0.4467764794826507
S2A_MSIL2A_20171230T065301_R020_T40RDP_20201014T171731_0001.jpg,S2A_MSIL2A_20171230T065301_R020_T40RDP_20201014T171731,2017-12-30 06:53:01.026000+00:00,0.0,0.0,0.0,0.0,0.0,0.0,16384,2017-12_f1d4cf66c2bb632c,2017-12,0.250305,0.06168,0.151282,26.2,0.151282,2017,12,-2.4492935982947064e-16,1.0,winter,1,0,0,0,-2.7857955497270632,-1.3850751047151613,-1.888609634201081,4.058122568093386,0.03786664101,2.45269130998703,0.3762318117166447,2017-12,0.8393272161483765,0.1512300670146942,0.4199568331241607
S2B_MSIL2A_20180104T065249_R020_T40RDP_20201014T031905_0000.jpg,S2B_MSIL2A_20180104T065249_R020_T40RDP_20201014T031905,2018-01-04 06:52:49.027000+00:00,0.0266502574086189,5.587935447692871e-09,-0.009849190711975,0.0,1.015162229537964,1.1920928955078125e-07,16384,2018-01_e330f7942644fc1f,2018-01,0.332253,0.0648,0.14761,25.705,0.14761,2018,1,0.4999999999999999,0.8660254037844387,winter,1,0,0,0,-2.7364496756239083,-1.1018585520841742,-1.913181618433232,5.127361111111112,0.04904386533,2.277932098765432,0.4048703290620546,2018-01,0.8218156099319458,0.1477872878313064,0.4190806746482849
S2B_MSIL2A_20180104T065249_R020_T40RDP_20201014T031905_0001.jpg,S2B_MSIL2A_20180104T065249_R020_T40RDP_20201014T031905,2018-01-04 06:52:49.027000+00:00,0.0266502574086189,5.587935447692871e-09,-0.009849190711975,0.0,1.015162229537964,1.1920928955078125e-07,16384,2018-01_826d67da42cab407,2018-01,0.332253,0.0648,0.14761,25.705,0.14761,2018,1,0.4999999999999999,0.8660254037844387,winter,1,0,0,0,-2.7364496756239083,-1.1018585520841742,-1.913181618433232,5.127361111111112,0.04904386533,2.277932098765432,0.4048703290620546,2018-01,0.8261762857437134,0.1172377839684486,0.4184654951095581
