scene_id,tile,score,thr,pred,ytrue,jpg_0,jpg_1
S2A_MSIL2A_20180201T070111_R063_T39QXG_20201013T174623,S2A_MSIL2A_20180201T070111_R063_T39QXG_20201013T174623_0000.jpg,0.7633726757378816,0.4242098010844034,1,1,S2A_MSIL2A_20180201T070111_R063_T39QWG_20201013T174611_preview.jpg,S2A_MSIL2A_20180201T070111_R063_T39QWG_20201013T174611_preview.jpg
S2A_MSIL2A_20240808T065621_R063_T39QXG_20240808T130850,S2A_MSIL2A_20240808T065621_R063_T39QXG_20240808T130850_0000.jpg,0.7585566973802286,0.4242098010844034,1,1,S2A_MSIL2A_20240808T065621_R063_T39QWG_20240808T130850_preview.jpg,S2A_MSIL2A_20240808T065621_R063_T39QWG_20240808T130850_preview.jpg
S2B_MSIL2A_20180117T070219_R063_T39QXG_20201014T062903,S2B_MSIL2A_20180117T070219_R063_T39QXG_20201014T062903_0000.jpg,0.7485129048987782,0.4242098010844034,1,0,S2B_MSIL2A_20180117T070219_R063_T39QWG_20201014T062854_preview.jpg,S2B_MSIL2A_20180117T070219_R063_T39QWG_20201014T062854_preview.jpg
S2B_MSIL2A_20240823T065619_R063_T39QXG_20240823T113539,S2B_MSIL2A_20240823T065619_R063_T39QXG_20240823T113539_0000.jpg,0.7089475998376793,0.4242098010844034,1,1,S2B_MSIL2A_20240823T065619_R063_T39QWG_20240823T113539_preview.jpg,S2B_MSIL2A_20240823T065619_R063_T39QWG_20240823T113539_preview.jpg
S2A_MSIL2A_20190815T065631_R063_T39QXG_20201005T003451,S2A_MSIL2A_20190815T065631_R063_T39QXG_20201005T003451_0000.jpg,0.704102279105143,0.4242098010844034,1,1,S2A_MSIL2A_20190815T065631_R063_T39QWG_20201005T003442_preview.jpg,S2A_MSIL2A_20190815T065631_R063_T39QWG_20201005T003442_preview.jpg
S2A_MSIL2A_20210126T070151_R063_T39QXG_20210201T045017,S2A_MSIL2A_20210126T070151_R063_T39QXG_20210201T045017_0000.jpg,0.7016610835729878,0.4242098010844034,1,1,S2A_MSIL2A_20210126T070151_R063_T39QXG_20210201T045017_0000.jpg,S2A_MSIL2A_20210126T070151_R063_T39QXG_20210201T045017_0001.jpg
S2A_MSIL2A_20190117T070221_R063_T39QXG_20201008T021414,S2A_MSIL2A_20190117T070221_R063_T39QXG_20201008T021414_0000.jpg,0.7007861095688523,0.4242098010844034,1,1,S2A_MSIL2A_20190117T070221_R063_T39QXG_20201008T021414_0000.jpg,S2A_MSIL2A_20190117T070221_R063_T39QXG_20201008T021414_0001.jpg
S2B_MSIL2A_20180904T065619_R063_T39QXG_20201011T083613,S2B_MSIL2A_20180904T065619_R063_T39QXG_20201011T083613_0000.jpg,0.6952439430103513,0.4242098010844034,1,0,S2B_MSIL2A_20180904T065619_R063_T39QXG_20201011T083613_0000.jpg,S2B_MSIL2A_20180904T065619_R063_T39QXG_20201011T083613_0001.jpg
S2B_MSIL2A_20210720T065629_R063_T39QXG_20210720T171952,S2B_MSIL2A_20210720T065629_R063_T39QXG_20210720T171952_0000.jpg,0.6930636317845276,0.4242098010844034,1,0,S2B_MSIL2A_20210720T065629_R063_T39QWG_20210720T165521_preview.jpg,S2B_MSIL2A_20210720T065629_R063_T39QWG_20210720T165521_preview.jpg
S2A_MSIL2A_20180909T065621_R063_T39QXG_20201008T231028,S2A_MSIL2A_20180909T065621_R063_T39QXG_20201008T231028_0000.jpg,0.6858248587432867,0.4242098010844034,1,1,S2A_MSIL2A_20180909T065621_R063_T39QWG_20201008T231023_preview.jpg,S2A_MSIL2A_20180909T065621_R063_T39QWG_20201008T231023_preview.jpg
S2B_MSIL2A_20240714T065619_R063_T39QXG_20240714T115201,S2B_MSIL2A_20240714T065619_R063_T39QXG_20240714T115201_0000.jpg,0.6756320814180017,0.4242098010844034,1,1,S2B_MSIL2A_20240714T065619_R063_T39QXG_20240714T115201_0000.jpg,S2B_MSIL2A_20240714T065619_R063_T39QXG_20240714T115201_0001.jpg
S2B_MSIL2A_20180914T065619_R063_T39QXG_20201009T011434,S2B_MSIL2A_20180914T065619_R063_T39QXG_20201009T011434_0000.jpg,0.6739212185635337,0.4242098010844034,1,0,S2B_MSIL2A_20180914T065619_R063_T39QWG_20201009T011425_preview.jpg,S2B_MSIL2A_20180914T065619_R063_T39QWG_20201009T011425_preview.jpg
S2B_MSIL2A_20180127T070139_R063_T39QXG_20201014T091640,S2B_MSIL2A_20180127T070139_R063_T39QXG_20201014T091640_0000.jpg,0.6735058309664816,0.4242098010844034,1,1,S2B_MSIL2A_20180127T070139_R063_T39QWG_20201014T091630_preview.jpg,S2B_MSIL2A_20180127T070139_R063_T39QWG_20201014T091630_preview.jpg
S2B_MSIL2A_20200725T065629_R063_T39QXG_20200817T124238,S2B_MSIL2A_20200725T065629_R063_T39QXG_20200817T124238_0000.jpg,0.6634760492013403,0.4242098010844034,1,0,S2B_MSIL2A_20200725T065629_R063_T39QWG_20200817T124220_preview.jpg,S2B_MSIL2A_20200725T065629_R063_T39QWG_20200817T124220_preview.jpg
S2A_MSIL2A_20240927T065641_R063_T39QXG_20240927T112652,S2A_MSIL2A_20240927T065641_R063_T39QXG_20240927T112652_0000.jpg,0.6625316588112938,0.4242098010844034,1,1,S2A_MSIL2A_20240927T065641_R063_T39QXG_20240927T112652_0000.jpg,S2A_MSIL2A_20240927T065641_R063_T39QXG_20240927T112652_0001.jpg
S2B_MSIL2A_20240922T065619_R063_T39QXG_20240922T102739,S2B_MSIL2A_20240922T065619_R063_T39QXG_20240922T102739_0000.jpg,0.6580722498693315,0.4242098010844034,1,1,S2B_MSIL2A_20240922T065619_R063_T39QXG_20240922T102739_0000.jpg,S2B_MSIL2A_20240922T065619_R063_T39QXG_20240922T102739_0001.jpg
S2B_MSIL2A_20210918T065619_R063_T39QXG_20210918T182437,S2B_MSIL2A_20210918T065619_R063_T39QXG_20210918T182437_0000.jpg,0.6568089086803692,0.4242098010844034,1,1,S2B_MSIL2A_20210918T065619_R063_T39QWG_20210918T191645_preview.jpg,S2B_MSIL2A_20210918T065619_R063_T39QWG_20210918T191645_preview.jpg
S2B_MSIL2A_20190201T070119_R063_T39QXG_20201029T235440,S2B_MSIL2A_20190201T070119_R063_T39QXG_20201029T235440_0000.jpg,0.6493138706020447,0.4242098010844034,1,0,S2B_MSIL2A_20190201T070119_R063_T39QWG_20201007T130959_preview.jpg,S2B_MSIL2A_20190201T070119_R063_T39QWG_20201007T130959_preview.jpg
S2B_MSIL2A_20240813T065629_R063_T39QXG_20240813T121221,S2B_MSIL2A_20240813T065629_R063_T39QXG_20240813T121221_0000.jpg,0.6430747755561047,0.4242098010844034,1,0,S2B_MSIL2A_20240813T065629_R063_T39QXG_20240813T121221_0000.jpg,S2B_MSIL2A_20240813T065629_R063_T39QXG_20240813T121221_0001.jpg
S2B_MSIL2A_20171228T070259_R063_T39QXG_20201014T170056,S2B_MSIL2A_20171228T070259_R063_T39QXG_20201014T170056_0000.jpg,0.6372235914849196,0.4242098010844034,1,1,S2B_MSIL2A_20171228T070259_R063_T39QXG_20201014T170056_0000.jpg,S2B_MSIL2A_20171228T070259_R063_T39QXG_20201014T170056_0001.jpg
S2B_MSIL2A_20210928T065649_R063_T39QXG_20210929T000956,S2B_MSIL2A_20210928T065649_R063_T39QXG_20210929T000956_0000.jpg,0.6279809496343469,0.4242098010844034,1,1,S2B_MSIL2A_20210928T065649_R063_T39QXG_20210929T000956_0000.jpg,S2B_MSIL2A_20210928T065649_R063_T39QXG_20210929T000956_0001.jpg
S2A_MSIL2A_20200730T065631_R063_T39QXG_20200818T030617,S2A_MSIL2A_20200730T065631_R063_T39QXG_20200818T030617_0000.jpg,0.6230043024444036,0.4242098010844034,1,1,S2A_MSIL2A_20200730T065631_R063_T39QXG_20200818T030617_0000.jpg,S2A_MSIL2A_20200730T065631_R063_T39QXG_20200818T030617_0001.jpg
S2A_MSIL2A_20190825T065621_R063_T39QXG_20201005T043538,S2A_MSIL2A_20190825T065621_R063_T39QXG_20201005T043538_0000.jpg,0.6212190092692054,0.4242098010844034,1,1,S2A_MSIL2A_20190825T065621_R063_T39QWG_20201005T043528_preview.jpg,S2A_MSIL2A_20190825T065621_R063_T39QWG_20201005T043528_preview.jpg
S2B_MSIL2A_20240624T065629_R063_T39QXG_20240624T103302,S2B_MSIL2A_20240624T065629_R063_T39QXG_20240624T103302_0000.jpg,0.6193035229799969,0.4242098010844034,1,1,S2B_MSIL2A_20240624T065629_R063_T39QWG_20240624T102152_preview.jpg,S2B_MSIL2A_20240624T065629_R063_T39QWG_20240624T102152_preview.jpg
S2B_MSIL2A_20180107T070249_R063_T39QXG_20201014T040002,S2B_MSIL2A_20180107T070249_R063_T39QXG_20201014T040002_0000.jpg,0.6081508796604428,0.4242098010844034,1,0,S2B_MSIL2A_20180107T070249_R063_T39QXG_20201014T040002_0000.jpg,S2B_MSIL2A_20180107T070249_R063_T39QXG_20201014T040002_0001.jpg
S2A_MSIL2A_20210814T065631_R063_T39QXG_20210814T183828,S2A_MSIL2A_20210814T065631_R063_T39QXG_20210814T183828_0000.jpg,0.6066184437050547,0.4242098010844034,1,0,S2A_MSIL2A_20210814T065631_R063_T39QXG_20210814T183828_0000.jpg,S2A_MSIL2A_20210814T065631_R063_T39QXG_20210814T183828_0001.jpg
S2A_MSIL2A_20210923T065631_R063_T39QXG_20210924T013326,S2A_MSIL2A_20210923T065631_R063_T39QXG_20210924T013326_0000.jpg,0.5960071391793947,0.4242098010844034,1,1,S2A_MSIL2A_20210923T065631_R063_T39QXG_20210924T013326_0000.jpg,S2A_MSIL2A_20210923T065631_R063_T39QXG_20210924T013326_0001.jpg
S2A_MSIL2A_20210725T065631_R063_T39QXG_20210726T051413,S2A_MSIL2A_20210725T065631_R063_T39QXG_20210726T051413_0000.jpg,0.5869706987662925,0.4242098010844034,1,0,S2A_MSIL2A_20210725T065631_R063_T39QWG_20210726T065621_preview.jpg,S2A_MSIL2A_20210725T065631_R063_T39QWG_20210726T065621_preview.jpg
S2A_MSIL2A_20210225T065851_R063_T39QXG_20210225T181931,S2A_MSIL2A_20210225T065851_R063_T39QXG_20210225T181931_0000.jpg,0.5864759708850209,0.4242098010844034,1,1,S2A_MSIL2A_20210225T065851_R063_T39QWG_20210225T190524_preview.jpg,S2A_MSIL2A_20210225T065851_R063_T39QWG_20210225T190524_preview.jpg
S2A_MSIL2A_20180112T070231_R063_T39QXG_20201014T050638,S2A_MSIL2A_20180112T070231_R063_T39QXG_20201014T050638_0000.jpg,0.585922912822163,0.4242098010844034,1,0,S2A_MSIL2A_20180112T070231_R063_T39QWG_20201014T050627_preview.jpg,S2A_MSIL2A_20180112T070231_R063_T39QWG_20201014T050627_preview.jpg
S2B_MSIL2A_20200206T070049_R063_T39QXG_20201001T025510,S2B_MSIL2A_20200206T070049_R063_T39QXG_20201001T025510_0000.jpg,0.5736177168441929,0.4242098010844034,1,1,S2B_MSIL2A_20200206T070049_R063_T39QWG_20201001T025449_preview.jpg,S2B_MSIL2A_20200206T070049_R063_T39QWG_20201001T025449_preview.jpg
S2A_MSIL2A_20240619T065631_R063_T39QXG_20240619T131334,S2A_MSIL2A_20240619T065631_R063_T39QXG_20240619T131334_0000.jpg,0.5713268797096769,0.4242098010844034,1,1,S2A_MSIL2A_20240619T065631_R063_T39QXG_20240619T131334_0000.jpg,S2A_MSIL2A_20240619T065631_R063_T39QXG_20240619T131334_0001.jpg
S2B_MSIL2A_20210131T070119_R063_T39QXG_20210201T152028,S2B_MSIL2A_20210131T070119_R063_T39QXG_20210201T152028_0000.jpg,0.569550879507093,0.4242098010844034,1,1,S2B_MSIL2A_20210131T070119_R063_T39QWG_20210201T152107_preview.jpg,S2B_MSIL2A_20210131T070119_R063_T39QWG_20210201T152107_preview.jpg
S2B_MSIL2A_20170909T065619_R063_T39QXG_20210201T223815,S2B_MSIL2A_20170909T065619_R063_T39QXG_20210201T223815_0000.jpg,0.5637064603578306,0.4242098010844034,1,1,S2B_MSIL2A_20170909T065619_R063_T39QXG_20210201T223815_0000.jpg,S2B_MSIL2A_20170909T065619_R063_T39QXG_20210201T223815_0001.jpg
S2A_MSIL2A_20210824T065621_R063_T39QXG_20210824T155101,S2A_MSIL2A_20210824T065621_R063_T39QXG_20210824T155101_0000.jpg,0.557576977359784,0.4242098010844034,1,0,S2A_MSIL2A_20210824T065621_R063_T39QWG_20210824T162645_preview.jpg,S2A_MSIL2A_20210824T065621_R063_T39QWG_20210824T162645_preview.jpg
S2B_MSIL2A_20200804T065629_R063_T39QXG_20200816T035441,S2B_MSIL2A_20200804T065629_R063_T39QXG_20200816T035441_0000.jpg,0.5546921061442034,0.4242098010844034,1,1,S2B_MSIL2A_20200804T065629_R063_T39QWG_20200816T035428_preview.jpg,S2B_MSIL2A_20200804T065629_R063_T39QWG_20200816T035428_preview.jpg
S2B_MSIL2A_20240902T065629_R063_T39QXG_20240902T111143,S2B_MSIL2A_20240902T065629_R063_T39QXG_20240902T111143_0000.jpg,0.5476948018200042,0.4242098010844034,1,0,S2B_MSIL2A_20240902T065629_R063_T39QXG_20240902T111143_0000.jpg,S2B_MSIL2A_20240902T065629_R063_T39QXG_20240902T111143_0001.jpg
S2B_MSIL2A_20210829T065619_R063_T39QXG_20210829T203957,S2B_MSIL2A_20210829T065619_R063_T39QXG_20210829T203957_0000.jpg,0.5461831200898313,0.4242098010844034,1,0,S2B_MSIL2A_20210829T065619_R063_T39QXG_20210829T203957_0000.jpg,S2B_MSIL2A_20210829T065619_R063_T39QXG_20210829T203957_0001.jpg
S2B_MSIL2A_20190122T070209_R063_T39QXG_20201008T034450,S2B_MSIL2A_20190122T070209_R063_T39QXG_20201008T034450_0000.jpg,0.5454741261245416,0.4242098010844034,1,1,S2B_MSIL2A_20190122T070209_R063_T39QXG_20201008T034450_0000.jpg,S2B_MSIL2A_20190122T070209_R063_T39QXG_20201008T034450_0001.jpg
S2A_MSIL2A_20240719T065621_R063_T39QXG_20240719T132007,S2A_MSIL2A_20240719T065621_R063_T39QXG_20240719T132007_0000.jpg,0.5453968903299944,0.4242098010844034,1,1,S2A_MSIL2A_20240719T065621_R063_T39QXG_20240719T132007_0000.jpg,S2A_MSIL2A_20240719T065621_R063_T39QXG_20240719T132007_0001.jpg
S2A_MSIL2A_20200122T070201_R063_T39QXG_20201002T050518,S2A_MSIL2A_20200122T070201_R063_T39QXG_20201002T050518_0000.jpg,0.5448466423226783,0.4242098010844034,1,1,S2A_MSIL2A_20200122T070201_R063_T39QXG_20201002T050518_0000.jpg,S2A_MSIL2A_20200122T070201_R063_T39QXG_20201002T050518_0001.jpg
S2A_MSIL2A_20210913T065621_R063_T39QXG_20210913T211924,S2A_MSIL2A_20210913T065621_R063_T39QXG_20210913T211924_0000.jpg,0.5430893799594269,0.4242098010844034,1,0,S2A_MSIL2A_20210913T065621_R063_T39QXG_20210913T211924_0000.jpg,S2A_MSIL2A_20210913T065621_R063_T39QXG_20210913T211924_0001.jpg
S2B_MSIL2A_20200715T065629_R063_T39QXG_20200919T085206,S2B_MSIL2A_20200715T065629_R063_T39QXG_20200919T085206_0000.jpg,0.5414844062801689,0.4242098010844034,1,0,S2B_MSIL2A_20200715T065629_R063_T39QWG_20200912T050300_preview.jpg,S2B_MSIL2A_20200715T065629_R063_T39QWG_20200912T050300_preview.jpg
S2A_MSIL2A_20210804T065631_R063_T39QXG_20210804T174443,S2A_MSIL2A_20210804T065631_R063_T39QXG_20210804T174443_0000.jpg,0.5413863479546878,0.4242098010844034,1,1,S2A_MSIL2A_20210804T065631_R063_T39QXG_20210804T174443_0000.jpg,S2A_MSIL2A_20210804T065631_R063_T39QXG_20210804T174443_0001.jpg
S2B_MSIL2A_20210908T065619_R063_T39QXG_20210908T213712,S2B_MSIL2A_20210908T065619_R063_T39QXG_20210908T213712_0000.jpg,0.5347499491002734,0.4242098010844034,1,0,S2B_MSIL2A_20210908T065619_R063_T39QXG_20210908T213712_0000.jpg,S2B_MSIL2A_20210908T065619_R063_T39QXG_20210908T213712_0001.jpg
S2A_MSIL2A_20180701T065621_R063_T39QXG_20201011T104015,S2A_MSIL2A_20180701T065621_R063_T39QXG_20201011T104015_0000.jpg,0.533017988557819,0.4242098010844034,1,1,S2A_MSIL2A_20180701T065621_R063_T39QWG_20201011T104008_preview.jpg,S2A_MSIL2A_20180701T065621_R063_T39QWG_20201011T104008_preview.jpg
S2A_MSIL2A_20200928T065651_R063_T39QXG_20201001T020408,S2A_MSIL2A_20200928T065651_R063_T39QXG_20201001T020408_0000.jpg,0.520781758537698,0.4242098010844034,1,1,S2A_MSIL2A_20200928T065651_R063_T39QWG_20201001T020416_preview.jpg,S2A_MSIL2A_20200928T065651_R063_T39QWG_20201001T020416_preview.jpg
S2B_MSIL2A_20180706T065619_R063_T39QXG_20201011T124309,S2B_MSIL2A_20180706T065619_R063_T39QXG_20201011T124309_0000.jpg,0.5142933730956332,0.4242098010844034,1,0,S2B_MSIL2A_20180706T065619_R063_T39QWG_20201011T124300_preview.jpg,S2B_MSIL2A_20180706T065619_R063_T39QWG_20201011T124300_preview.jpg
S2B_MSIL2A_20180815T065729_R063_T39QXG_20201011T021229,S2B_MSIL2A_20180815T065729_R063_T39QXG_20201011T021229_0000.jpg,0.513665392921504,0.4242098010844034,1,0,S2B_MSIL2A_20180815T065729_R063_T39QWG_20201011T021220_preview.jpg,S2B_MSIL2A_20180815T065729_R063_T39QWG_20201011T021220_preview.jpg
S2A_MSIL2A_20170606T065621_R063_T39QXG_20210209T205041,S2A_MSIL2A_20170606T065621_R063_T39QXG_20210209T205041_0000.jpg,0.5060881066605246,0.4242098010844034,1,1,S2A_MSIL2A_20170606T065621_R063_T39QWG_20210209T205030_preview.jpg,S2A_MSIL2A_20170606T065621_R063_T39QWG_20210209T205030_preview.jpg
S2A_MSIL2A_20240828T065621_R063_T39QXG_20240828T121854,S2A_MSIL2A_20240828T065621_R063_T39QXG_20240828T121854_0000.jpg,0.5056352741544854,0.4242098010844034,1,0,S2A_MSIL2A_20240828T065621_R063_T39QXG_20240828T121854_0000.jpg,S2A_MSIL2A_20240828T065621_R063_T39QXG_20240828T121854_0001.jpg
S2A_MSIL2A_20190107T070251_R063_T39QXG_20201007T232849,S2A_MSIL2A_20190107T070251_R063_T39QXG_20201007T232849_0000.jpg,0.501110081330132,0.4242098010844034,1,0,S2A_MSIL2A_20190107T070251_R063_T39QXG_20201007T232849_0000.jpg,S2A_MSIL2A_20190107T070251_R063_T39QXG_20201007T232849_0001.jpg
S2B_MSIL2A_20180216T065929_R063_T39QXG_20201013T220228,S2B_MSIL2A_20180216T065929_R063_T39QXG_20201013T220228_0000.jpg,0.4980086983022875,0.4242098010844034,1,0,S2B_MSIL2A_20180216T065929_R063_T39QWG_20201013T220220_preview.jpg,S2B_MSIL2A_20180216T065929_R063_T39QWG_20201013T220220_preview.jpg
S2A_MSIL2A_20200710T065631_R063_T39QXG_20200912T162127,S2A_MSIL2A_20200710T065631_R063_T39QXG_20200912T162127_0000.jpg,0.4958884768771762,0.4242098010844034,1,0,S2A_MSIL2A_20200710T065631_R063_T39QWG_20200912T162112_preview.jpg,S2A_MSIL2A_20200710T065631_R063_T39QWG_20200912T162112_preview.jpg
S2A_MSIL2A_20180211T070021_R063_T39QXG_20201026T022414,S2A_MSIL2A_20180211T070021_R063_T39QXG_20201026T022414_0000.jpg,0.494953866702875,0.4242098010844034,1,0,S2A_MSIL2A_20180211T070021_R063_T39QXG_20201026T022414_0000.jpg,S2A_MSIL2A_20180211T070021_R063_T39QXG_20201026T022414_0001.jpg
S2B_MSIL2A_20180716T065619_R063_T39QXG_20201011T163441,S2B_MSIL2A_20180716T065619_R063_T39QXG_20201011T163441_0000.jpg,0.4936245889571261,0.4242098010844034,1,0,S2B_MSIL2A_20180716T065619_R063_T39QXG_20201011T163441_0000.jpg,S2B_MSIL2A_20180716T065619_R063_T39QXG_20201011T163441_0001.jpg
S2B_MSIL2A_20210302T065809_R063_T39QXG_20210302T153932,S2B_MSIL2A_20210302T065809_R063_T39QXG_20210302T153932_0000.jpg,0.4936150283099918,0.4242098010844034,1,1,S2B_MSIL2A_20210302T065809_R063_T39QXG_20210302T153932_0000.jpg,S2B_MSIL2A_20210302T065809_R063_T39QXG_20210302T153932_0001.jpg
S2A_MSIL2A_20210903T065621_R063_T39QXG_20210903T164501,S2A_MSIL2A_20210903T065621_R063_T39QXG_20210903T164501_0000.jpg,0.4869381581964915,0.4242098010844034,1,0,S2A_MSIL2A_20210903T065621_R063_T39QXG_20210903T164501_0000.jpg,S2A_MSIL2A_20210903T065621_R063_T39QXG_20210903T164501_0001.jpg
S2B_MSIL2A_20240912T065619_R063_T39QXG_20240912T130211,S2B_MSIL2A_20240912T065619_R063_T39QXG_20240912T130211_0000.jpg,0.4836936331408759,0.4242098010844034,1,0,S2B_MSIL2A_20240912T065619_R063_T39QWG_20240912T130211_preview.jpg,S2B_MSIL2A_20240912T065619_R063_T39QWG_20240912T130211_preview.jpg
S2A_MSIL2A_20180820T065621_R063_T39QXG_20201011T042051,S2A_MSIL2A_20180820T065621_R063_T39QXG_20201011T042051_0000.jpg,0.4822073549959274,0.4242098010844034,1,0,S2A_MSIL2A_20180820T065621_R063_T39QXG_20201011T042051_0000.jpg,S2A_MSIL2A_20180820T065621_R063_T39QXG_20201011T042051_0001.jpg
S2B_MSIL2A_20180308T065719_R063_T39QXG_20201013T080744,S2B_MSIL2A_20180308T065719_R063_T39QXG_20201013T080744_0000.jpg,0.4802555956423855,0.4242098010844034,1,0,S2B_MSIL2A_20180308T065719_R063_T39QWG_20201026T053127_preview.jpg,S2B_MSIL2A_20180308T065719_R063_T39QWG_20201026T053127_preview.jpg
S2A_MSIL2A_20240907T065621_R063_T39QXG_20240907T115459,S2A_MSIL2A_20240907T065621_R063_T39QXG_20240907T115459_0000.jpg,0.4780828441078014,0.4242098010844034,1,0,S2A_MSIL2A_20240907T065621_R063_T39QXG_20240907T115459_0000.jpg,S2A_MSIL2A_20240907T065621_R063_T39QXG_20240907T115459_0001.jpg
S2B_MSIL2A_20210630T065629_R063_T39QXG_20210701T040612,S2B_MSIL2A_20210630T065629_R063_T39QXG_20210701T040612_0000.jpg,0.4767065578616701,0.4242098010844034,1,1,S2B_MSIL2A_20210630T065629_R063_T39QWG_20210701T045123_preview.jpg,S2B_MSIL2A_20210630T065629_R063_T39QWG_20210701T045123_preview.jpg
S2A_MSIL2A_20250105T070301_R063_T39QXG_20250105T101308,S2A_MSIL2A_20250105T070301_R063_T39QXG_20250105T101308_0000.jpg,0.4754353135903592,0.4242098010844034,1,1,S2A_MSIL2A_20250105T070301_R063_T39QWG_20250105T101308_preview.jpg,S2A_MSIL2A_20250105T070301_R063_T39QWG_20250105T101308_preview.jpg
