plant_id,month,n_chips,hab_mean,hab_p95,hab_max,frac_ge_05,frac_ge_08,risk
osm_way_449632054,2021-11,8,0.3826257666920075,0.39848485764362834,0.3990743544386179,0.0,0.0,medium
osm_way_449632054,2021-12,6,0.4043436601815355,0.4433029880491309,0.4477981078828805,0.0,0.0,medium
osm_way_449632054,2022-01,6,0.3564732805004182,0.3813191504395093,0.3813191504395093,0.0,0.0,low
osm_way_449632054,2022-02,6,0.33206456034148896,0.33893223004040485,0.3393763312436105,0.0,0.0,low
osm_way_449632054,2022-03,2,0.3927408198708747,0.4039571807459771,0.4052034430654329,0.0,0.0,medium
osm_way_449632054,2022-04,4,0.43847128650109596,0.5045606907059403,0.5045606907059403,0.5,0.0,medium
osm_way_449632054,2022-05,8,0.431699321351195,0.49324960511431315,0.5016324878019451,0.125,0.0,medium
osm_way_449632054,2022-06,6,0.3901049295230274,0.40295746600130616,0.4042494036918134,0.0,0.0,medium
osm_way_449632054,2022-07,6,0.4138195116795354,0.4892494080071313,0.4892494080071313,0.0,0.0,medium
osm_way_449632054,2022-08,4,0.40746215639579375,0.47630776613742754,0.4823419846741093,0.0,0.0,medium
osm_way_449632054,2022-09,6,0.3699224006179218,0.3799704122604079,0.3799704122604079,0.0,0.0,low
osm_way_449632054,2022-10,8,0.37583956190744,0.3965376981878177,0.4013225913693725,0.0,0.0,medium
osm_way_449632054,2022-11,2,0.4005139167942993,0.4012732935732268,0.4013576687708854,0.0,0.0,medium
osm_way_449632054,2022-12,2,0.38861486282125324,0.39642137545899236,0.3972887657520745,0.0,0.0,medium
osm_way_449632054,2023-01,2,0.4431228082062605,0.4431228082062605,0.4431228082062605,0.0,0.0,medium
osm_way_449632054,2023-03,2,0.3990199833248067,0.4030148980566696,0.4034587774713211,0.0,0.0,medium
osm_way_449632054,2023-04,4,0.3999291888493991,0.4171672886892298,0.4171672886892298,0.0,0.0,medium
osm_way_449632054,2023-05,6,0.41074200533339283,0.4295749214191607,0.4295749214191607,0.0,0.0,medium
osm_way_449632054,2023-06,4,0.4553694948559782,0.532407962804398,0.5354549376129764,0.5,0.0,medium
osm_way_449632054,2023-07,2,0.4435393015112903,0.4435393015112903,0.4435393015112903,0.0,0.0,medium
osm_way_449632054,2023-08,8,0.38065914852853305,0.414130024927095,0.4198527340689051,0.0,0.0,medium
osm_way_449632054,2023-09,8,0.38125731071423324,0.4046024324978493,0.4051948995623732,0.0,0.0,medium
osm_way_449632054,2023-10,2,0.3814578851449799,0.38846433864968083,0.3892428334835365,0.0,0.0,low
osm_way_449632054,2023-11,4,0.41405049932916616,0.4228494718495203,0.4240628311723824,0.0,0.0,medium
osm_way_449632054,2023-12,6,0.3993208788586728,0.4148112685513242,0.415795480286297,0.0,0.0,medium
osm_way_449632054,2024-01,4,0.43679332720899927,0.4896891028173116,0.4939114257091078,0.0,0.0,medium
osm_way_449632054,2024-02,4,0.3541739956503335,0.36748706435682127,0.3687115299978536,0.0,0.0,low
osm_way_449632054,2024-03,4,0.39415692559843846,0.39886320647884405,0.3999318776033795,0.0,0.0,medium
osm_way_449632054,2024-04,4,0.3911016501623755,0.4064158740262675,0.4077522085418251,0.0,0.0,medium
osm_way_449632054,2024-05,4,0.46343065591194066,0.5130334349525116,0.5130334349525116,0.5,0.0,medium
osm_way_449632054,2024-06,8,0.42860728643255996,0.5465873068690417,0.5490622783074953,0.25,0.0,high
osm_way_449632054,2024-07,2,0.625534273787622,0.625534273787622,0.625534273787622,1.0,0.0,high
osm_way_449632054,2024-08,4,0.5066606043595069,0.6170751070617408,0.6170751070617408,0.5,0.0,high
osm_way_449632054,2024-09,4,0.40372224514844407,0.42610241773346313,0.4287197367547585,0.0,0.0,medium
osm_way_449632054,2024-10,4,0.37294672821595665,0.4032343255134691,0.4054083277569374,0.0,0.0,medium
osm_way_449632054,2024-12,6,0.3865534187273036,0.3992454879609188,0.3992454879609188,0.0,0.0,medium
