tile,hab_label,p_frcnn_r50
S2A_MSIL2A_20200630T065631_R063_T39QXG_20200824T160716_0000.jpg,1,
S2A_MSIL2A_20200710T065631_R063_T39QXG_20200912T162127_0000.jpg,0,
S2A_MSIL2A_20200730T065631_R063_T39QXG_20200818T030617_0000.jpg,1,
S2A_MSIL2A_20200908T065631_R063_T39QXG_20201027T154720_0000.jpg,0,0.8037088513374329
S2A_MSIL2A_20200918T065631_R063_T39QXG_20200921T101042_0000.jpg,1,0.8037088513374329
S2A_MSIL2A_20200928T065651_R063_T39QXG_20201001T020408_0000.jpg,1,0.8037088513374329
S2A_MSIL2A_20210116T070231_R063_T39QXG_20210116T213026_0000.jpg,0,
S2A_MSIL2A_20210126T070151_R063_T39QXG_20210201T045017_0000.jpg,1,
S2A_MSIL2A_20210205T070051_R063_T39QXG_20210210T170018_0000.jpg,0,0.9747042655944824
S2A_MSIL2A_20210215T065951_R063_T39QXG_20210215T202348_0000.jpg,0,0.9747042655944824
S2A_MSIL2A_20210225T065851_R063_T39QXG_20210225T181931_0000.jpg,1,0.9747042655944824
S2A_MSIL2A_20210307T065731_R063_T39QXG_20210307T203727_0000.jpg,0,
S2A_MSIL2A_20210317T065621_R063_T39QXG_20210317T221928_0000.jpg,0,
S2A_MSIL2A_20210327T065621_R063_T39QXG_20210327T193611_0000.jpg,0,
S2A_MSIL2A_20210725T065631_R063_T39QXG_20210726T051413_0000.jpg,0,
S2A_MSIL2A_20210804T065631_R063_T39QXG_20210804T174443_0000.jpg,1,0.5055291652679443
S2A_MSIL2A_20210814T065631_R063_T39QXG_20210814T183828_0000.jpg,0,0.5055291652679443
S2A_MSIL2A_20210824T065621_R063_T39QXG_20210824T155101_0000.jpg,0,0.5055291652679443
S2A_MSIL2A_20210903T065621_R063_T39QXG_20210903T164501_0000.jpg,0,0.7133057117462158
S2A_MSIL2A_20210913T065621_R063_T39QXG_20210913T211924_0000.jpg,0,0.7133057117462158
S2A_MSIL2A_20210923T065631_R063_T39QXG_20210924T013326_0000.jpg,1,0.7133057117462158
S2A_MSIL2A_20220210T070031_R063_T39QXG_20220221T065843_0000.jpg,1,
S2A_MSIL2A_20220302T065811_R063_T39QXG_20220304T043204_0000.jpg,1,0.9047715961933136
S2A_MSIL2A_20220302T065811_R063_T39QXG_20240528T164922_0000.jpg,1,0.9047715961933136
S2A_MSIL2A_20220312T065701_R063_T39QXG_20220312T225303_0000.jpg,1,0.9047715961933136
S2A_MSIL2A_20220312T065701_R063_T39QXG_20240523T070747_0000.jpg,1,0.9047715961933136
S2A_MSIL2A_20220322T065631_R063_T39QXG_20220322T215023_0000.jpg,0,0.9047715961933136
S2A_MSIL2A_20220322T065631_R063_T39QXG_20240522T141858_0000.jpg,0,0.9047715961933136
S2A_MSIL2A_20220819T065641_R063_T39QXG_20220819T215726_0000.jpg,1,
S2A_MSIL2A_20220819T065641_R063_T39QXG_20240720T015827_0000.jpg,1,
S2A_MSIL2A_20220829T065641_R063_T39QXG_20220830T225205_0000.jpg,0,
S2A_MSIL2A_20220829T065641_R063_T39QXG_20240718T033121_0000.jpg,0,
S2A_MSIL2A_20220908T065631_R063_T39QXG_20220911T052036_0000.jpg,0,
S2A_MSIL2A_20220918T065631_R063_T39QXG_20220919T032927_0000.jpg,0,
S2A_MSIL2A_20220918T065631_R063_T39QXG_20240729T142658_0000.jpg,0,
S2A_MSIL2A_20220928T065651_R063_T39QXG_20220928T234907_0000.jpg,1,
S2A_MSIL2A_20220928T065651_R063_T39QXG_20240730T192859_0000.jpg,1,
S2A_MSIL2A_20230205T070101_R063_T39QXG_20230206T042309_0000.jpg,1,0.9583857953548433
S2A_MSIL2A_20230205T070101_R063_T39QXG_20240817T062535_0000.jpg,1,0.9583857953548433
S2A_MSIL2A_20230225T065851_R063_T39QXG_20230227T033301_0000.jpg,0,0.9583857953548433
S2A_MSIL2A_20230307T065731_R063_T39QXG_20230307T123902_0000.jpg,1,
S2A_MSIL2A_20230307T065731_R063_T39QXG_20240821T003413_0000.jpg,1,
S2A_MSIL2A_20230317T065621_R063_T39QXG_20230317T125717_0000.jpg,0,
S2A_MSIL2A_20230824T065631_R063_T39QXG_20230824T150407_0000.jpg,1,0.9530699253082277
S2A_MSIL2A_20230824T065631_R063_T39QXG_20241025T152112_0000.jpg,1,0.9530699253082277
S2A_MSIL2A_20230903T065631_R063_T39QXG_20230903T134044_0000.jpg,0,0.9698286056518556
S2A_MSIL2A_20230903T065631_R063_T39QXG_20241030T165920_0000.jpg,0,0.9698286056518556
S2A_MSIL2A_20230913T065631_R063_T39QXG_20230913T132300_0000.jpg,1,0.9698286056518556
S2A_MSIL2A_20230913T065631_R063_T39QXG_20241027T165012_0000.jpg,1,0.9698286056518556
S2A_MSIL2A_20230923T065621_R063_T39QXG_20230923T121348_0000.jpg,1,0.9698286056518556
S2A_MSIL2A_20230923T065621_R063_T39QXG_20241028T071613_0000.jpg,1,0.9698286056518556
S2A_MSIL2A_20240101T070301_R063_T39QXG_20240101T114458_0000.jpg,0,
S2A_MSIL2A_20240111T070241_R063_T39QXG_20240111T113149_0000.jpg,1,
S2A_MSIL2A_20240121T070211_R063_T39QXG_20240121T131026_0000.jpg,1,
S2A_MSIL2A_20240210T070031_R063_T39QXG_20240210T111914_0000.jpg,1,0.7692483067512512
S2A_MSIL2A_20240220T065921_R063_T39QXG_20240220T112915_0000.jpg,0,0.7692483067512512
S2A_MSIL2A_20240301T065821_R063_T39QXG_20240301T115335_0000.jpg,0,0.9673443734645844
S2A_MSIL2A_20240311T065701_R063_T39QXG_20240311T150535_0000.jpg,1,0.9673443734645844
S2A_MSIL2A_20240321T065621_R063_T39QXG_20240321T122014_0000.jpg,0,0.9673443734645844
S2A_MSIL2A_20240619T065631_R063_T39QXG_20240619T131334_0000.jpg,1,0.8265953660011292
S2A_MSIL2A_20240719T065621_R063_T39QXG_20240719T132007_0000.jpg,1,0.8564781546592712
S2A_MSIL2A_20240808T065621_R063_T39QXG_20240808T130850_0000.jpg,1,
S2A_MSIL2A_20240828T065621_R063_T39QXG_20240828T121854_0000.jpg,0,
S2A_MSIL2A_20240907T065621_R063_T39QXG_20240907T115459_0000.jpg,0,
S2A_MSIL2A_20240927T065641_R063_T39QXG_20240927T112652_0000.jpg,1,
S2A_MSIL2A_20241226T070311_R063_T39QXG_20241226T100152_0000.jpg,1,0.955583930015564
S2A_MSIL2A_20250105T070301_R063_T39QXG_20250105T101308_0000.jpg,1,0.9443804323673248
S2A_MSIL2A_20250115T070231_R063_T39QXG_20250115T101359_0000.jpg,1,0.9443804323673248
S2B_MSIL2A_20170731T065619_R063_T39QXG_20210210T172720_0000.jpg,1,
S2B_MSIL2A_20170820T065619_R063_T39QXG_20201015T042237_0000.jpg,0,0.5074470043182373
S2B_MSIL2A_20170909T065619_R063_T39QXG_20210201T223815_0000.jpg,1,
S2B_MSIL2A_20171228T070259_R063_T39QXG_20201014T170056_0000.jpg,1,
S2B_MSIL2A_20180107T070249_R063_T39QXG_20201014T040002_0000.jpg,0,0.9553364515304564
S2B_MSIL2A_20180117T070219_R063_T39QXG_20201014T062903_0000.jpg,0,0.9553364515304564
S2B_MSIL2A_20180127T070139_R063_T39QXG_20201014T091640_0000.jpg,1,0.9553364515304564
S2B_MSIL2A_20180216T065929_R063_T39QXG_20201013T220228_0000.jpg,0,
S2B_MSIL2A_20180226T065829_R063_T39QXG_20201104T154320_0000.jpg,1,
S2B_MSIL2A_20180308T065719_R063_T39QXG_20201013T080744_0000.jpg,0,0.8830333948135376
S2B_MSIL2A_20180318T065619_R063_T39QXG_20201013T105007_0000.jpg,0,0.8830333948135376
S2B_MSIL2A_20180328T065919_R063_T39QXG_20201013T154107_0000.jpg,0,0.8830333948135376
S2B_MSIL2A_20180706T065619_R063_T39QXG_20201011T124309_0000.jpg,0,0.4354408979415893
S2B_MSIL2A_20180716T065619_R063_T39QXG_20201011T163441_0000.jpg,0,0.4354408979415893
S2B_MSIL2A_20180815T065729_R063_T39QXG_20201011T021229_0000.jpg,0,
S2B_MSIL2A_20180904T065619_R063_T39QXG_20201011T083613_0000.jpg,0,
S2B_MSIL2A_20180914T065619_R063_T39QXG_20201009T011434_0000.jpg,0,
S2B_MSIL2A_20180924T065619_R063_T39QXG_20201009T042750_0000.jpg,0,
S2B_MSIL2A_20190112T070239_R063_T39QXG_20201008T005855_0000.jpg,0,0.9635084271430968
S2B_MSIL2A_20190122T070209_R063_T39QXG_20201008T034450_0000.jpg,1,0.9635084271430968
S2B_MSIL2A_20190201T070119_R063_T39QXG_20201029T235440_0000.jpg,0,
S2B_MSIL2A_20190211T070019_R063_T39QXG_20201007T155653_0000.jpg,0,
S2B_MSIL2A_20190221T065919_R063_T39QXG_20201007T191341_0000.jpg,0,
S2B_MSIL2A_20190303T065809_R063_T39QXG_20201030T112946_0000.jpg,1,
S2B_MSIL2A_20190313T065649_R063_T39QXG_20201007T061904_0000.jpg,0,
S2B_MSIL2A_20190313T065649_R063_T39QXG_20221118T122016_0000.jpg,0,
S2B_MSIL2A_20190701T065629_R063_T39QXG_20201005T075203_0000.jpg,1,
S2B_MSIL2A_20200107T070249_R063_T39QXG_20201029T121541_0000.jpg,1,
S2B_MSIL2A_20200117T070219_R063_T39QXG_20201002T195630_0000.jpg,1,
S2B_MSIL2A_20200127T070139_R063_T39QXG_20201002T124936_0000.jpg,0,
S2B_MSIL2A_20200206T070049_R063_T39QXG_20201001T025510_0000.jpg,1,
S2B_MSIL2A_20200216T065939_R063_T39QXG_20200929T114644_0000.jpg,0,
S2B_MSIL2A_20200307T065729_R063_T39QXG_20201003T195728_0000.jpg,0,0.983535647392273
S2B_MSIL2A_20200317T065619_R063_T39QXG_20201010T111701_0000.jpg,1,0.983535647392273
S2B_MSIL2A_20200327T065619_R063_T39QXG_20201027T114721_0000.jpg,0,0.983535647392273
S2B_MSIL2A_20200715T065629_R063_T39QXG_20200919T085206_0000.jpg,0,
S2B_MSIL2A_20200725T065629_R063_T39QXG_20200817T124238_0000.jpg,0,
S2B_MSIL2A_20200804T065629_R063_T39QXG_20200816T035441_0000.jpg,1,
S2B_MSIL2A_20200913T065629_R063_T39QXG_20201027T093056_0000.jpg,1,0.8037088513374329
S2B_MSIL2A_20200923T065629_R063_T39QXG_20201028T044418_0000.jpg,1,0.8037088513374329
S2B_MSIL2A_20210111T070249_R063_T39QXG_20210111T183409_0000.jpg,0,
S2B_MSIL2A_20210121T070209_R063_T39QXG_20210122T122053_0000.jpg,0,
S2B_MSIL2A_20210131T070119_R063_T39QXG_20210201T152028_0000.jpg,1,
S2B_MSIL2A_20210302T065809_R063_T39QXG_20210302T153932_0000.jpg,1,
S2B_MSIL2A_20210312T065659_R063_T39QXG_20210312T174530_0000.jpg,0,
S2B_MSIL2A_20210322T065619_R063_T39QXG_20210323T015515_0000.jpg,0,
S2B_MSIL2A_20210630T065629_R063_T39QXG_20210701T040612_0000.jpg,1,
S2B_MSIL2A_20210720T065629_R063_T39QXG_20210720T171952_0000.jpg,0,
S2B_MSIL2A_20210730T065629_R063_T39QXG_20210730T184548_0000.jpg,1,
S2B_MSIL2A_20210819T065619_R063_T39QXG_20210819T181500_0000.jpg,0,0.5055291652679443
S2B_MSIL2A_20210829T065619_R063_T39QXG_20210829T203957_0000.jpg,0,0.5055291652679443
S2B_MSIL2A_20210908T065619_R063_T39QXG_20210908T213712_0000.jpg,0,0.7133057117462158
S2B_MSIL2A_20210918T065619_R063_T39QXG_20210918T182437_0000.jpg,1,0.7133057117462158
S2B_MSIL2A_20210928T065649_R063_T39QXG_20210929T000956_0000.jpg,1,0.7133057117462158
S2B_MSIL2A_20220215T065949_R063_T39QXG_20220223T132730_0000.jpg,1,
S2B_MSIL2A_20220307T065729_R063_T39QXG_20220307T200029_0000.jpg,1,0.9047715961933136
S2B_MSIL2A_20220307T065729_R063_T39QXG_20240524T222725_0000.jpg,1,0.9047715961933136
S2B_MSIL2A_20220317T065619_R063_T39QXG_20220317T172218_0000.jpg,0,0.9047715961933136
S2B_MSIL2A_20220317T065619_R063_T39QXG_20240523T103231_0000.jpg,0,0.9047715961933136
S2B_MSIL2A_20220327T065619_R063_T39QXG_20220327T201724_0000.jpg,0,0.9047715961933136
S2B_MSIL2A_20220814T065629_R063_T39QXG_20220814T151723_0000.jpg,1,
S2B_MSIL2A_20220814T065629_R063_T39QXG_20240704T011425_0000.jpg,1,
S2B_MSIL2A_20220824T065619_R063_T39QXG_20220825T015302_0000.jpg,0,
S2B_MSIL2A_20220903T065629_R063_T39QXG_20220903T175254_0000.jpg,0,
S2B_MSIL2A_20220913T065629_R063_T39QXG_20220913T171218_0000.jpg,0,
S2B_MSIL2A_20220913T065629_R063_T39QXG_20240726T171436_0000.jpg,0,
S2B_MSIL2A_20220923T065629_R063_T39QXG_20220924T000152_0000.jpg,1,
S2B_MSIL2A_20220923T065629_R063_T39QXG_20240725T151945_0000.jpg,1,
S2B_MSIL2A_20230131T070119_R063_T39QXG_20230131T235314_0000.jpg,1,0.9674692749977112
S2B_MSIL2A_20230210T070029_R063_T39QXG_20230210T205643_0000.jpg,0,0.9583857953548433
S2B_MSIL2A_20230210T070029_R063_T39QXG_20240813T093046_0000.jpg,0,0.9583857953548433
S2B_MSIL2A_20230312T065709_R063_T39QXG_20230312T141426_0000.jpg,1,
S2B_MSIL2A_20230312T065709_R063_T39QXG_20240818T170744_0000.jpg,1,
S2B_MSIL2A_20230322T065629_R063_T39QXG_20230322T124101_0000.jpg,0,
S2B_MSIL2A_20230322T065629_R063_T39QXG_20240827T110952_0000.jpg,0,
S2B_MSIL2A_20230829T065629_R063_T39QXG_20230829T131134_0000.jpg,0,0.9530699253082277
S2B_MSIL2A_20230829T065629_R063_T39QXG_20241017T113451_0000.jpg,0,0.9530699253082277
S2B_MSIL2A_20230908T065629_R063_T39QXG_20230908T143733_0000.jpg,1,0.9698286056518556
S2B_MSIL2A_20230908T065629_R063_T39QXG_20241023T151834_0000.jpg,1,0.9698286056518556
S2B_MSIL2A_20230918T065629_R063_T39QXG_20230918T153259_0000.jpg,0,0.9698286056518556
S2B_MSIL2A_20230918T065629_R063_T39QXG_20241025T081232_0000.jpg,0,0.9698286056518556
S2B_MSIL2A_20230928T065649_R063_T39QXG_20230928T122354_0000.jpg,1,0.9698286056518556
S2B_MSIL2A_20230928T065649_R063_T39QXG_20241102T043937_0000.jpg,1,0.9698286056518556
S2B_MSIL2A_20231227T070309_R063_T39QXG_20231227T102112_0000.jpg,1,0.9750342965126038
S2B_MSIL2A_20240106T070259_R063_T39QXG_20240106T101530_0000.jpg,0,
S2B_MSIL2A_20240215T065959_R063_T39QXG_20240215T111952_0000.jpg,1,0.7692483067512512
S2B_MSIL2A_20240306T065739_R063_T39QXG_20240306T111016_0000.jpg,1,0.9673443734645844
S2B_MSIL2A_20240316T065629_R063_T39QXG_20240316T121959_0000.jpg,0,0.9673443734645844
S2B_MSIL2A_20240326T065619_R063_T39QXG_20240326T132139_0000.jpg,0,0.9673443734645844
S2B_MSIL2A_20240624T065629_R063_T39QXG_20240624T103302_0000.jpg,1,0.8265953660011292
S2B_MSIL2A_20240704T065629_R063_T39QXG_20240705T224349_0000.jpg,0,0.8564781546592712
S2B_MSIL2A_20240714T065619_R063_T39QXG_20240714T115201_0000.jpg,1,0.8564781546592712
S2B_MSIL2A_20240813T065629_R063_T39QXG_20240813T121221_0000.jpg,0,
S2B_MSIL2A_20240823T065619_R063_T39QXG_20240823T113539_0000.jpg,1,
S2B_MSIL2A_20240902T065629_R063_T39QXG_20240902T111143_0000.jpg,0,
S2B_MSIL2A_20240912T065619_R063_T39QXG_20240912T130211_0000.jpg,0,
S2B_MSIL2A_20240922T065619_R063_T39QXG_20240922T102739_0000.jpg,1,
S2B_MSIL2A_20250110T070149_R063_T39QXG_20250110T091744_0000.jpg,1,0.9443804323673248
S2C_MSIL2A_20250125T070221_R063_T39QXG_20250125T110112_0000.jpg,1,0.9443804323673248
