tile,scene_id,hab_label,p_tab,frcnn_r50,frcnn_mb,frcnn_ssd
S2A_MSIL2A_20180909T065621_R063_T39QXG_20201008T231028_0000.jpg,S2A_MSIL2A_20180909T065621_R063_T39QXG_20201008T231028,1,0.7841152000442617,0.0,0.0,0.0
S2A_MSIL2A_20180909T065621_R063_T39QXG_20201008T231028_0001.jpg,S2A_MSIL2A_20180909T065621_R063_T39QXG_20201008T231028,1,0.7841152000442617,0.0,0.0,0.0
S2B_MSIL2A_20180904T065619_R063_T39QXG_20201011T083613_0000.jpg,S2B_MSIL2A_20180904T065619_R063_T39QXG_20201011T083613,0,0.0329927937561581,0.0,0.0,0.0
S2B_MSIL2A_20180904T065619_R063_T39QXG_20201011T083613_0001.jpg,S2B_MSIL2A_20180904T065619_R063_T39QXG_20201011T083613,0,0.0329927937561581,0.0,0.0,0.0
S2A_MSIL2A_20180830T065621_R063_T39QXG_20201103T141110_0000.jpg,S2A_MSIL2A_20180830T065621_R063_T39QXG_20201103T141110,0,0.000717395926036,0.0,0.0,0.0
S2A_MSIL2A_20180830T065621_R063_T39QXG_20201103T141110_0001.jpg,S2A_MSIL2A_20180830T065621_R063_T39QXG_20201103T141110,0,0.000717395926036,0.0,0.0,0.0
S2A_MSIL2A_20180820T065621_R063_T39QXG_20201011T042051_0000.jpg,S2A_MSIL2A_20180820T065621_R063_T39QXG_20201011T042051,0,0.0005423922228422,0.0,0.0,0.0
S2A_MSIL2A_20180820T065621_R063_T39QXG_20201011T042051_0001.jpg,S2A_MSIL2A_20180820T065621_R063_T39QXG_20201011T042051,0,0.0005423922228422,0.0,0.0,0.0
S2B_MSIL2A_20180815T065729_R063_T39QXG_20201011T021229_0000.jpg,S2B_MSIL2A_20180815T065729_R063_T39QXG_20201011T021229,0,0.0003842736768643,0.0,0.0,0.0
S2B_MSIL2A_20180815T065729_R063_T39QXG_20201011T021229_0001.jpg,S2B_MSIL2A_20180815T065729_R063_T39QXG_20201011T021229,0,0.0003842736768643,0.0,0.0,0.0
S2B_MSIL2A_20180716T065619_R063_T39QXG_20201011T163441_0000.jpg,S2B_MSIL2A_20180716T065619_R063_T39QXG_20201011T163441,0,0.0008200265684058,0.0,0.0,0.0
S2B_MSIL2A_20180716T065619_R063_T39QXG_20201011T163441_0001.jpg,S2B_MSIL2A_20180716T065619_R063_T39QXG_20201011T163441,0,0.0008200265684058,0.0,0.0,0.0
S2B_MSIL2A_20180706T065619_R063_T39QXG_20201011T124309_0000.jpg,S2B_MSIL2A_20180706T065619_R063_T39QXG_20201011T124309,0,0.0044314885061482,0.0,0.0,0.0
S2B_MSIL2A_20180706T065619_R063_T39QXG_20201011T124309_0001.jpg,S2B_MSIL2A_20180706T065619_R063_T39QXG_20201011T124309,0,0.0044314885061482,0.0,0.0,0.0
S2A_MSIL2A_20180701T065621_R063_T39QXG_20201011T104015_0000.jpg,S2A_MSIL2A_20180701T065621_R063_T39QXG_20201011T104015,0,0.2344028634341464,0.0,0.0,0.0
S2A_MSIL2A_20180701T065621_R063_T39QXG_20201011T104015_0001.jpg,S2A_MSIL2A_20180701T065621_R063_T39QXG_20201011T104015,0,0.2344028634341464,0.0,0.0,0.0
S2A_MSIL2A_20190904T065621_R063_T39QXG_20201004T090539_0000.jpg,S2A_MSIL2A_20190904T065621_R063_T39QXG_20201004T090539,1,0.6294823175195776,0.0,0.0,0.0
S2A_MSIL2A_20190904T065621_R063_T39QXG_20201004T090539_0001.jpg,S2A_MSIL2A_20190904T065621_R063_T39QXG_20201004T090539,1,0.6294823175195776,0.0,0.0,0.0
S2A_MSIL2A_20190825T065621_R063_T39QXG_20201005T043538_0000.jpg,S2A_MSIL2A_20190825T065621_R063_T39QXG_20201005T043538,0,0.0134265447004338,0.0,0.0,0.0
S2A_MSIL2A_20190825T065621_R063_T39QXG_20201005T043538_0001.jpg,S2A_MSIL2A_20190825T065621_R063_T39QXG_20201005T043538,0,0.0134265447004338,0.0,0.0,0.0
S2A_MSIL2A_20190815T065631_R063_T39QXG_20201005T003451_0000.jpg,S2A_MSIL2A_20190815T065631_R063_T39QXG_20201005T003451,0,0.0062231096605363,0.0,0.0,0.0
S2A_MSIL2A_20190815T065631_R063_T39QXG_20201005T003451_0001.jpg,S2A_MSIL2A_20190815T065631_R063_T39QXG_20201005T003451,0,0.0062231096605363,0.0,0.0,0.0
S2B_MSIL2A_20190701T065629_R063_T39QXG_20201005T075203_0000.jpg,S2B_MSIL2A_20190701T065629_R063_T39QXG_20201005T075203,0,0.0045799940274373,0.0,0.0,0.0
S2B_MSIL2A_20190701T065629_R063_T39QXG_20201005T075203_0001.jpg,S2B_MSIL2A_20190701T065629_R063_T39QXG_20201005T075203,0,0.0045799940274373,0.0,0.0,0.0
S2A_MSIL2A_20200928T065651_R063_T39QXG_20201001T020408_0000.jpg,S2A_MSIL2A_20200928T065651_R063_T39QXG_20201001T020408,0,0.0247322876036196,0.0,0.0,0.0
S2A_MSIL2A_20200928T065651_R063_T39QXG_20201001T020408_0001.jpg,S2A_MSIL2A_20200928T065651_R063_T39QXG_20201001T020408,0,0.0247322876036196,0.0,0.0,0.0
S2B_MSIL2A_20200923T065629_R063_T39QXG_20201028T044418_0000.jpg,S2B_MSIL2A_20200923T065629_R063_T39QXG_20201028T044418,0,0.3948274591693084,0.0,0.0,0.0
S2B_MSIL2A_20200923T065629_R063_T39QXG_20201028T044418_0001.jpg,S2B_MSIL2A_20200923T065629_R063_T39QXG_20201028T044418,0,0.3948274591693084,0.0,0.0,0.0
S2A_MSIL2A_20200918T065631_R063_T39QXG_20200921T101042_0000.jpg,S2A_MSIL2A_20200918T065631_R063_T39QXG_20200921T101042,0,0.5389831699241846,0.0,0.0,0.0
S2A_MSIL2A_20200918T065631_R063_T39QXG_20200921T101042_0001.jpg,S2A_MSIL2A_20200918T065631_R063_T39QXG_20200921T101042,0,0.5389831699241846,0.0,0.0,0.0
S2B_MSIL2A_20200913T065629_R063_T39QXG_20201027T093056_0000.jpg,S2B_MSIL2A_20200913T065629_R063_T39QXG_20201027T093056,0,0.010722766485707,0.0,0.0,0.0
S2B_MSIL2A_20200913T065629_R063_T39QXG_20201027T093056_0001.jpg,S2B_MSIL2A_20200913T065629_R063_T39QXG_20201027T093056,0,0.010722766485707,0.0,0.0,0.0
S2A_MSIL2A_20200908T065631_R063_T39QXG_20201027T154720_0000.jpg,S2A_MSIL2A_20200908T065631_R063_T39QXG_20201027T154720,0,0.0122528782541364,0.0,0.0,0.0
S2A_MSIL2A_20200908T065631_R063_T39QXG_20201027T154720_0001.jpg,S2A_MSIL2A_20200908T065631_R063_T39QXG_20201027T154720,0,0.0122528782541364,0.0,0.0,0.0
S2B_MSIL2A_20200804T065629_R063_T39QXG_20200816T035441_0000.jpg,S2B_MSIL2A_20200804T065629_R063_T39QXG_20200816T035441,0,0.0005330765732621,0.0,0.0,0.0
S2B_MSIL2A_20200804T065629_R063_T39QXG_20200816T035441_0001.jpg,S2B_MSIL2A_20200804T065629_R063_T39QXG_20200816T035441,0,0.0005330765732621,0.0,0.0,0.0
S2A_MSIL2A_20200730T065631_R063_T39QXG_20200818T030617_0000.jpg,S2A_MSIL2A_20200730T065631_R063_T39QXG_20200818T030617,0,0.0013566690645242,0.0,0.0,0.0
S2A_MSIL2A_20200730T065631_R063_T39QXG_20200818T030617_0001.jpg,S2A_MSIL2A_20200730T065631_R063_T39QXG_20200818T030617,0,0.0013566690645242,0.0,0.0,0.0
S2B_MSIL2A_20200725T065629_R063_T39QXG_20200817T124238_0000.jpg,S2B_MSIL2A_20200725T065629_R063_T39QXG_20200817T124238,0,0.0028337076604317,0.0,0.0,0.0
S2B_MSIL2A_20200725T065629_R063_T39QXG_20200817T124238_0001.jpg,S2B_MSIL2A_20200725T065629_R063_T39QXG_20200817T124238,0,0.0028337076604317,0.0,0.0,0.0
S2B_MSIL2A_20200715T065629_R063_T39QXG_20200919T085206_0000.jpg,S2B_MSIL2A_20200715T065629_R063_T39QXG_20200919T085206,0,0.0027876849261412,0.0,0.0,0.0
S2B_MSIL2A_20200715T065629_R063_T39QXG_20200919T085206_0001.jpg,S2B_MSIL2A_20200715T065629_R063_T39QXG_20200919T085206,0,0.0027876849261412,0.0,0.0,0.0
S2A_MSIL2A_20200710T065631_R063_T39QXG_20200912T162127_0000.jpg,S2A_MSIL2A_20200710T065631_R063_T39QXG_20200912T162127,0,0.0154642880298371,0.0,0.0,0.0
S2A_MSIL2A_20200710T065631_R063_T39QXG_20200912T162127_0001.jpg,S2A_MSIL2A_20200710T065631_R063_T39QXG_20200912T162127,0,0.0154642880298371,0.0,0.0,0.0
S2A_MSIL2A_20200630T065631_R063_T39QXG_20200824T160716_0000.jpg,S2A_MSIL2A_20200630T065631_R063_T39QXG_20200824T160716,0,0.0004303888615621,0.0,0.0,0.0
S2A_MSIL2A_20200630T065631_R063_T39QXG_20200824T160716_0001.jpg,S2A_MSIL2A_20200630T065631_R063_T39QXG_20200824T160716,0,0.0004303888615621,0.0,0.0,0.0
S2B_MSIL2A_20210928T065649_R063_T39QXG_20210929T000956_0000.jpg,S2B_MSIL2A_20210928T065649_R063_T39QXG_20210929T000956,0,0.2752166767782536,0.0,0.0,0.0
S2B_MSIL2A_20210928T065649_R063_T39QXG_20210929T000956_0001.jpg,S2B_MSIL2A_20210928T065649_R063_T39QXG_20210929T000956,0,0.2752166767782536,0.0,0.0,0.0
S2A_MSIL2A_20210923T065631_R063_T39QXG_20210924T013326_0000.jpg,S2A_MSIL2A_20210923T065631_R063_T39QXG_20210924T013326,0,0.003359050585502,0.0,0.0,0.0
S2A_MSIL2A_20210923T065631_R063_T39QXG_20210924T013326_0001.jpg,S2A_MSIL2A_20210923T065631_R063_T39QXG_20210924T013326,0,0.003359050585502,0.0,0.0,0.0
S2B_MSIL2A_20210918T065619_R063_T39QXG_20210918T182437_0000.jpg,S2B_MSIL2A_20210918T065619_R063_T39QXG_20210918T182437,0,0.6133289506114834,0.0,0.0,0.0
S2B_MSIL2A_20210918T065619_R063_T39QXG_20210918T182437_0001.jpg,S2B_MSIL2A_20210918T065619_R063_T39QXG_20210918T182437,0,0.6133289506114834,0.0,0.0,0.0
S2A_MSIL2A_20210913T065621_R063_T39QXG_20210913T211924_0000.jpg,S2A_MSIL2A_20210913T065621_R063_T39QXG_20210913T211924,0,0.0341093012318283,0.0,0.0,0.0
S2A_MSIL2A_20210913T065621_R063_T39QXG_20210913T211924_0001.jpg,S2A_MSIL2A_20210913T065621_R063_T39QXG_20210913T211924,0,0.0341093012318283,0.0,0.0,0.0
S2B_MSIL2A_20210908T065619_R063_T39QXG_20210908T213712_0000.jpg,S2B_MSIL2A_20210908T065619_R063_T39QXG_20210908T213712,0,0.2294708919580025,0.0,0.0,0.0
S2B_MSIL2A_20210908T065619_R063_T39QXG_20210908T213712_0001.jpg,S2B_MSIL2A_20210908T065619_R063_T39QXG_20210908T213712,0,0.2294708919580025,0.0,0.0,0.0
S2A_MSIL2A_20210903T065621_R063_T39QXG_20210903T164501_0000.jpg,S2A_MSIL2A_20210903T065621_R063_T39QXG_20210903T164501,0,0.0194093362645172,0.0,0.0,0.0
S2A_MSIL2A_20210903T065621_R063_T39QXG_20210903T164501_0001.jpg,S2A_MSIL2A_20210903T065621_R063_T39QXG_20210903T164501,0,0.0194093362645172,0.0,0.0,0.0
S2B_MSIL2A_20210829T065619_R063_T39QXG_20210829T203957_0000.jpg,S2B_MSIL2A_20210829T065619_R063_T39QXG_20210829T203957,0,0.0011267620516503,0.0,0.0,0.0
S2B_MSIL2A_20210829T065619_R063_T39QXG_20210829T203957_0001.jpg,S2B_MSIL2A_20210829T065619_R063_T39QXG_20210829T203957,0,0.0011267620516503,0.0,0.0,0.0
S2A_MSIL2A_20210824T065621_R063_T39QXG_20210824T155101_0000.jpg,S2A_MSIL2A_20210824T065621_R063_T39QXG_20210824T155101,0,0.0005401835131097,0.0,0.0,0.0
S2A_MSIL2A_20210824T065621_R063_T39QXG_20210824T155101_0001.jpg,S2A_MSIL2A_20210824T065621_R063_T39QXG_20210824T155101,0,0.0005401835131097,0.0,0.0,0.0
S2B_MSIL2A_20210819T065619_R063_T39QXG_20210819T181500_0000.jpg,S2B_MSIL2A_20210819T065619_R063_T39QXG_20210819T181500,0,0.0029516941161707,0.0,0.0,0.0
S2B_MSIL2A_20210819T065619_R063_T39QXG_20210819T181500_0001.jpg,S2B_MSIL2A_20210819T065619_R063_T39QXG_20210819T181500,0,0.0029516941161707,0.0,0.0,0.0
S2A_MSIL2A_20210814T065631_R063_T39QXG_20210814T183828_0000.jpg,S2A_MSIL2A_20210814T065631_R063_T39QXG_20210814T183828,0,0.0042752238504488,0.0,0.0,0.0
S2A_MSIL2A_20210814T065631_R063_T39QXG_20210814T183828_0001.jpg,S2A_MSIL2A_20210814T065631_R063_T39QXG_20210814T183828,0,0.0042752238504488,0.0,0.0,0.0
S2A_MSIL2A_20210804T065631_R063_T39QXG_20210804T174443_0000.jpg,S2A_MSIL2A_20210804T065631_R063_T39QXG_20210804T174443,0,0.0818972655941495,0.0,0.0,0.0
S2A_MSIL2A_20210804T065631_R063_T39QXG_20210804T174443_0001.jpg,S2A_MSIL2A_20210804T065631_R063_T39QXG_20210804T174443,0,0.0818972655941495,0.0,0.0,0.0
S2B_MSIL2A_20210730T065629_R063_T39QXG_20210730T184548_0000.jpg,S2B_MSIL2A_20210730T065629_R063_T39QXG_20210730T184548,0,0.0002000310430534,0.0,0.0,0.0
S2B_MSIL2A_20210730T065629_R063_T39QXG_20210730T184548_0001.jpg,S2B_MSIL2A_20210730T065629_R063_T39QXG_20210730T184548,0,0.0002000310430534,0.0,0.0,0.0
S2A_MSIL2A_20210725T065631_R063_T39QXG_20210726T051413_0000.jpg,S2A_MSIL2A_20210725T065631_R063_T39QXG_20210726T051413,0,0.0435193210402083,0.0,0.0,0.0
S2A_MSIL2A_20210725T065631_R063_T39QXG_20210726T051413_0001.jpg,S2A_MSIL2A_20210725T065631_R063_T39QXG_20210726T051413,0,0.0435193210402083,0.0,0.0,0.0
S2B_MSIL2A_20210720T065629_R063_T39QXG_20210720T171952_0000.jpg,S2B_MSIL2A_20210720T065629_R063_T39QXG_20210720T171952,0,0.0105932461679457,0.0,0.0,0.0
S2B_MSIL2A_20210720T065629_R063_T39QXG_20210720T171952_0001.jpg,S2B_MSIL2A_20210720T065629_R063_T39QXG_20210720T171952,0,0.0105932461679457,0.0,0.0,0.0
S2B_MSIL2A_20210630T065629_R063_T39QXG_20210701T040612_0000.jpg,S2B_MSIL2A_20210630T065629_R063_T39QXG_20210701T040612,0,0.0011829378163937,0.0,0.0,0.0
S2B_MSIL2A_20210630T065629_R063_T39QXG_20210701T040612_0001.jpg,S2B_MSIL2A_20210630T065629_R063_T39QXG_20210701T040612,0,0.0011829378163937,0.0,0.0,0.0
S2A_MSIL2A_20220928T065651_R063_T39QXG_20240730T192859_0000.jpg,S2A_MSIL2A_20220928T065651_R063_T39QXG_20240730T192859,0,0.0116125141330746,0.0,0.0,0.0
S2A_MSIL2A_20220928T065651_R063_T39QXG_20240730T192859_0001.jpg,S2A_MSIL2A_20220928T065651_R063_T39QXG_20240730T192859,0,0.0116125141330746,0.0,0.0,0.0
S2A_MSIL2A_20220928T065651_R063_T39QXG_20220928T234907_0000.jpg,S2A_MSIL2A_20220928T065651_R063_T39QXG_20220928T234907,0,0.0227737245745706,0.0,0.0,0.0
S2A_MSIL2A_20220928T065651_R063_T39QXG_20220928T234907_0001.jpg,S2A_MSIL2A_20220928T065651_R063_T39QXG_20220928T234907,0,0.0227737245745706,0.0,0.0,0.0
S2B_MSIL2A_20220923T065629_R063_T39QXG_20240725T151945_0000.jpg,S2B_MSIL2A_20220923T065629_R063_T39QXG_20240725T151945,0,0.128084254971368,0.0,0.0,0.0
S2B_MSIL2A_20220923T065629_R063_T39QXG_20240725T151945_0001.jpg,S2B_MSIL2A_20220923T065629_R063_T39QXG_20240725T151945,0,0.128084254971368,0.0,0.0,0.0
S2B_MSIL2A_20220923T065629_R063_T39QXG_20220924T000152_0000.jpg,S2B_MSIL2A_20220923T065629_R063_T39QXG_20220924T000152,0,0.0464495680271321,0.0,0.0,0.0
S2B_MSIL2A_20220923T065629_R063_T39QXG_20220924T000152_0001.jpg,S2B_MSIL2A_20220923T065629_R063_T39QXG_20220924T000152,0,0.0464495680271321,0.0,0.0,0.0
S2A_MSIL2A_20220918T065631_R063_T39QXG_20240729T142658_0000.jpg,S2A_MSIL2A_20220918T065631_R063_T39QXG_20240729T142658,0,0.0557847444256392,0.0,0.0,0.0
S2A_MSIL2A_20220918T065631_R063_T39QXG_20240729T142658_0001.jpg,S2A_MSIL2A_20220918T065631_R063_T39QXG_20240729T142658,0,0.0557847444256392,0.0,0.0,0.0
S2A_MSIL2A_20220918T065631_R063_T39QXG_20220919T032927_0000.jpg,S2A_MSIL2A_20220918T065631_R063_T39QXG_20220919T032927,0,0.2263003787573361,0.0,0.0,0.0
S2A_MSIL2A_20220918T065631_R063_T39QXG_20220919T032927_0001.jpg,S2A_MSIL2A_20220918T065631_R063_T39QXG_20220919T032927,0,0.2263003787573361,0.0,0.0,0.0
S2B_MSIL2A_20220913T065629_R063_T39QXG_20240726T171436_0000.jpg,S2B_MSIL2A_20220913T065629_R063_T39QXG_20240726T171436,0,0.0074555011076107,0.0,0.0,0.0
S2B_MSIL2A_20220913T065629_R063_T39QXG_20240726T171436_0001.jpg,S2B_MSIL2A_20220913T065629_R063_T39QXG_20240726T171436,0,0.0074555011076107,0.0,0.0,0.0
S2B_MSIL2A_20220913T065629_R063_T39QXG_20220913T171218_0000.jpg,S2B_MSIL2A_20220913T065629_R063_T39QXG_20220913T171218,0,0.0069808884619941,0.0,0.0,0.0
S2B_MSIL2A_20220913T065629_R063_T39QXG_20220913T171218_0001.jpg,S2B_MSIL2A_20220913T065629_R063_T39QXG_20220913T171218,0,0.0069808884619941,0.0,0.0,0.0
S2A_MSIL2A_20220908T065631_R063_T39QXG_20220911T052036_0000.jpg,S2A_MSIL2A_20220908T065631_R063_T39QXG_20220911T052036,0,0.0226476666741999,0.0,0.0,0.0
S2A_MSIL2A_20220908T065631_R063_T39QXG_20220911T052036_0001.jpg,S2A_MSIL2A_20220908T065631_R063_T39QXG_20220911T052036,0,0.0226476666741999,0.0,0.0,0.0
S2B_MSIL2A_20220903T065629_R063_T39QXG_20220903T175254_0000.jpg,S2B_MSIL2A_20220903T065629_R063_T39QXG_20220903T175254,0,0.0083413058959506,0.0,0.0,0.0
S2B_MSIL2A_20220903T065629_R063_T39QXG_20220903T175254_0001.jpg,S2B_MSIL2A_20220903T065629_R063_T39QXG_20220903T175254,0,0.0083413058959506,0.0,0.0,0.0
S2A_MSIL2A_20220829T065641_R063_T39QXG_20240718T033121_0000.jpg,S2A_MSIL2A_20220829T065641_R063_T39QXG_20240718T033121,0,0.0100104454283495,0.0,0.0,0.0
S2A_MSIL2A_20220829T065641_R063_T39QXG_20240718T033121_0001.jpg,S2A_MSIL2A_20220829T065641_R063_T39QXG_20240718T033121,0,0.0100104454283495,0.0,0.0,0.0
S2A_MSIL2A_20220829T065641_R063_T39QXG_20220830T225205_0000.jpg,S2A_MSIL2A_20220829T065641_R063_T39QXG_20220830T225205,0,0.0203394573726184,0.0,0.0,0.0
S2A_MSIL2A_20220829T065641_R063_T39QXG_20220830T225205_0001.jpg,S2A_MSIL2A_20220829T065641_R063_T39QXG_20220830T225205,0,0.0203394573726184,0.0,0.0,0.0
S2B_MSIL2A_20220824T065619_R063_T39QXG_20220825T015302_0000.jpg,S2B_MSIL2A_20220824T065619_R063_T39QXG_20220825T015302,0,0.0089895485340059,0.0,0.0,0.0
S2B_MSIL2A_20220824T065619_R063_T39QXG_20220825T015302_0001.jpg,S2B_MSIL2A_20220824T065619_R063_T39QXG_20220825T015302,0,0.0089895485340059,0.0,0.0,0.0
S2A_MSIL2A_20220819T065641_R063_T39QXG_20240720T015827_0000.jpg,S2A_MSIL2A_20220819T065641_R063_T39QXG_20240720T015827,0,0.0393656439573259,0.0,0.0,0.0
S2A_MSIL2A_20220819T065641_R063_T39QXG_20240720T015827_0001.jpg,S2A_MSIL2A_20220819T065641_R063_T39QXG_20240720T015827,0,0.0393656439573259,0.0,0.0,0.0
S2A_MSIL2A_20220819T065641_R063_T39QXG_20220819T215726_0000.jpg,S2A_MSIL2A_20220819T065641_R063_T39QXG_20220819T215726,0,0.0064438727248457,0.0,0.0,0.0
S2A_MSIL2A_20220819T065641_R063_T39QXG_20220819T215726_0001.jpg,S2A_MSIL2A_20220819T065641_R063_T39QXG_20220819T215726,0,0.0064438727248457,0.0,0.0,0.0
S2B_MSIL2A_20220814T065629_R063_T39QXG_20240704T011425_0000.jpg,S2B_MSIL2A_20220814T065629_R063_T39QXG_20240704T011425,0,0.0081057355546327,0.0,0.0,0.0
S2B_MSIL2A_20220814T065629_R063_T39QXG_20240704T011425_0001.jpg,S2B_MSIL2A_20220814T065629_R063_T39QXG_20240704T011425,0,0.0081057355546327,0.0,0.0,0.0
S2B_MSIL2A_20220814T065629_R063_T39QXG_20220814T151723_0000.jpg,S2B_MSIL2A_20220814T065629_R063_T39QXG_20220814T151723,0,0.0045645731666408,0.0,0.0,0.0
S2B_MSIL2A_20220814T065629_R063_T39QXG_20220814T151723_0001.jpg,S2B_MSIL2A_20220814T065629_R063_T39QXG_20220814T151723,0,0.0045645731666408,0.0,0.0,0.0
S2B_MSIL2A_20230928T065649_R063_T39QXG_20241102T043937_0000.jpg,S2B_MSIL2A_20230928T065649_R063_T39QXG_20241102T043937,0,0.0013627899958942,0.0,0.0,0.0
S2B_MSIL2A_20230928T065649_R063_T39QXG_20241102T043937_0001.jpg,S2B_MSIL2A_20230928T065649_R063_T39QXG_20241102T043937,0,0.0013627899958942,0.0,0.0,0.0
S2B_MSIL2A_20230928T065649_R063_T39QXG_20230928T122354_0000.jpg,S2B_MSIL2A_20230928T065649_R063_T39QXG_20230928T122354,0,0.0324600782199731,0.0,0.0,0.0
S2B_MSIL2A_20230928T065649_R063_T39QXG_20230928T122354_0001.jpg,S2B_MSIL2A_20230928T065649_R063_T39QXG_20230928T122354,0,0.0324600782199731,0.0,0.0,0.0
S2A_MSIL2A_20230923T065621_R063_T39QXG_20241028T071613_0000.jpg,S2A_MSIL2A_20230923T065621_R063_T39QXG_20241028T071613,0,0.0106320278517308,0.0,0.0,0.0
S2A_MSIL2A_20230923T065621_R063_T39QXG_20241028T071613_0001.jpg,S2A_MSIL2A_20230923T065621_R063_T39QXG_20241028T071613,0,0.0106320278517308,0.0,0.0,0.0
S2A_MSIL2A_20230923T065621_R063_T39QXG_20230923T121348_0000.jpg,S2A_MSIL2A_20230923T065621_R063_T39QXG_20230923T121348,0,0.5048844391066323,0.0,0.0,0.0
S2A_MSIL2A_20230923T065621_R063_T39QXG_20230923T121348_0001.jpg,S2A_MSIL2A_20230923T065621_R063_T39QXG_20230923T121348,0,0.5048844391066323,0.0,0.0,0.0
S2B_MSIL2A_20230918T065629_R063_T39QXG_20241025T081232_0000.jpg,S2B_MSIL2A_20230918T065629_R063_T39QXG_20241025T081232,0,0.0374883302056123,0.0,0.0,0.0
S2B_MSIL2A_20230918T065629_R063_T39QXG_20241025T081232_0001.jpg,S2B_MSIL2A_20230918T065629_R063_T39QXG_20241025T081232,0,0.0374883302056123,0.0,0.0,0.0
