tag,source_csv,scene_id,tile,datetime,year,month,season,valid_px,chlor_a,flh,kd490,fai_mean,rednir_mean,ndwi_mean,hab_label,rednir_std,ndwi_std,fai_std
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2A_MSIL2A_20190904T065621_R063_T39QXG_20201004T090539,S2A_MSIL2A_20190904T065621_R063_T39QXG_20201004T090539_0001.jpg,2019-09-04T06:56:21Z,2019,9,autumn,16384,1.36825,,0.122,0.0452393516898155,0.9051705002784728,-0.1626422107219696,1,1.1920928955078125e-07,2.9802322387695312e-08,7.450580596923828e-09
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2B_MSIL2A_20190830T065629_R063_T39QXG_20201005T065706,S2B_MSIL2A_20190830T065629_R063_T39QXG_20201005T065706_0000.jpg,2019-08-30T06:56:29Z,2019,8,summer,16384,,,,0.0414163842797279,0.8874102234840393,-0.1731252521276474,0,0.0,0.0,7.450580596923828e-09
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2B_MSIL2A_20190830T065629_R063_T39QXG_20201005T065706,S2B_MSIL2A_20190830T065629_R063_T39QXG_20201005T065706_0001.jpg,2019-08-30T06:56:29Z,2019,8,summer,16384,,,,0.0414163842797279,0.8874102234840393,-0.1731252521276474,0,0.0,0.0,7.450580596923828e-09
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2A_MSIL2A_20190825T065621_R063_T39QXG_20201005T043538,S2A_MSIL2A_20190825T065621_R063_T39QXG_20201005T043538_0000.jpg,2019-08-25T06:56:21Z,2019,8,summer,16384,1.04291,0.100123,0.1034,0.0466688647866249,0.9066040515899658,-0.1611194759607315,0,1.788139343261719e-07,0.0,7.450580596923828e-09
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2A_MSIL2A_20190825T065621_R063_T39QXG_20201005T043538,S2A_MSIL2A_20190825T065621_R063_T39QXG_20201005T043538_0001.jpg,2019-08-25T06:56:21Z,2019,8,summer,16384,1.04291,0.100123,0.1034,0.0466688647866249,0.9066040515899658,-0.1611194759607315,0,1.788139343261719e-07,0.0,7.450580596923828e-09
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2B_MSIL2A_20190820T065629_R063_T39QXG_20201005T024629,S2B_MSIL2A_20190820T065629_R063_T39QXG_20201005T024629_0000.jpg,2019-08-20T06:56:29Z,2019,8,summer,16384,,,,0.0450688600540161,0.9432661533355712,-0.1312259137630462,0,2.384185791015625e-07,1.4901161193847656e-08,0.0
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2B_MSIL2A_20190820T065629_R063_T39QXG_20201005T024629,S2B_MSIL2A_20190820T065629_R063_T39QXG_20201005T024629_0001.jpg,2019-08-20T06:56:29Z,2019,8,summer,16384,,,,0.0450688600540161,0.9432661533355712,-0.1312259137630462,0,2.384185791015625e-07,1.4901161193847656e-08,0.0
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2A_MSIL2A_20190815T065631_R063_T39QXG_20201005T003451,S2A_MSIL2A_20190815T065631_R063_T39QXG_20201005T003451_0000.jpg,2019-08-15T06:56:31Z,2019,8,summer,16384,0.245151,,0.0494,0.0436918139457702,0.9187584519386292,-0.1516757309436798,0,5.960464477539065e-08,1.4901161193847656e-08,0.0
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2A_MSIL2A_20190815T065631_R063_T39QXG_20201005T003451,S2A_MSIL2A_20190815T065631_R063_T39QXG_20201005T003451_0001.jpg,2019-08-15T06:56:31Z,2019,8,summer,16384,0.245151,,0.0494,0.0436918139457702,0.9187584519386292,-0.1516757309436798,0,5.960464477539065e-08,1.4901161193847656e-08,0.0
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2B_MSIL2A_20190810T065629_R063_T39QXG_20201004T224711,S2B_MSIL2A_20190810T065629_R063_T39QXG_20201004T224711_0000.jpg,2019-08-10T06:56:29Z,2019,8,summer,16384,,,,0.044839322566986,0.9297323226928712,-0.1452402770519256,0,0.0,1.4901161193847656e-08,0.0
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2B_MSIL2A_20190810T065629_R063_T39QXG_20201004T224711,S2B_MSIL2A_20190810T065629_R063_T39QXG_20201004T224711_0001.jpg,2019-08-10T06:56:29Z,2019,8,summer,16384,,,,0.044839322566986,0.9297323226928712,-0.1452402770519256,0,0.0,1.4901161193847656e-08,0.0
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2A_MSIL2A_20190805T065631_R063_T39QXG_20201004T203752,S2A_MSIL2A_20190805T065631_R063_T39QXG_20201004T203752_0000.jpg,2019-08-05T06:56:31Z,2019,8,summer,16384,,,,0.0421966910362243,0.9017276763916016,-0.1603191047906875,0,0.0,0.0,0.0
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2A_MSIL2A_20190805T065631_R063_T39QXG_20201004T203752,S2A_MSIL2A_20190805T065631_R063_T39QXG_20201004T203752_0001.jpg,2019-08-05T06:56:31Z,2019,8,summer,16384,,,,0.0421966910362243,0.9017276763916016,-0.1603191047906875,0,0.0,0.0,0.0
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2A_MSIL2A_20190726T065631_R063_T39QXG_20201106T015556,S2A_MSIL2A_20190726T065631_R063_T39QXG_20201106T015556_0000.jpg,2019-07-26T06:56:31Z,2019,7,summer,16384,,,,0.0470622777938842,0.931516408920288,-0.1444757282733917,0,2.384185791015625e-07,2.9802322387695312e-08,0.0
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2A_MSIL2A_20190726T065631_R063_T39QXG_20201106T015556,S2A_MSIL2A_20190726T065631_R063_T39QXG_20201106T015556_0001.jpg,2019-07-26T06:56:31Z,2019,7,summer,16384,,,,0.0470622777938842,0.931516408920288,-0.1444757282733917,0,2.384185791015625e-07,2.9802322387695312e-08,0.0
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2B_MSIL2A_20190721T065629_R063_T39QXG_20201005T173638,S2B_MSIL2A_20190721T065629_R063_T39QXG_20201005T173638_0000.jpg,2019-07-21T06:56:29Z,2019,7,summer,16384,,,,0.0436262115836143,0.943362295627594,-0.1280093491077423,0,0.0,2.9802322387695312e-08,7.450580596923828e-09
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2B_MSIL2A_20190721T065629_R063_T39QXG_20201005T173638,S2B_MSIL2A_20190721T065629_R063_T39QXG_20201005T173638_0001.jpg,2019-07-21T06:56:29Z,2019,7,summer,16384,,,,0.0436262115836143,0.943362295627594,-0.1280093491077423,0,0.0,2.9802322387695312e-08,7.450580596923828e-09
aerial_summer_2019,data/aerial_summer_2019/chip_indices_clean_hab.csv,S2A_MSIL2A_20190716T065631_R063_T39QXG_20201005T144731,S2A_MSIL2A_20190716T065631_R063_T39QXG_20201005T144731_0000.jpg,2019-07-16T06:56:31Z,2019,7,summer,16384,,,,0.0439803376793861,0.8966570496559143,-0.1681413799524307,0,5.960464477539065e-08,2.9802322387695312e-08,7.450580596923828e-09
